,long,lat
25638,-73.86121686,45.48384138
25646,-73.85947826,45.48496636
25659,-73.85780676,45.48493931
25673,-73.85209448,45.49094643
25745,-73.85029533,45.49617556
25776,-73.83718209,45.5036732
25814,-73.82038644,45.50929526
25826,-73.82212323,45.50612707
25827,-73.82209572,45.50747439
25845,-73.81552966,45.50284395
25936,-73.80627583,45.51062668
25994,-73.77776417,45.50507546
25995,-73.77769577,45.50521933
26005,-73.81296541,45.50008119
26007,-73.81292112,45.50005495
26011,-73.8119363,45.4990032
26016,-73.81085051,45.49805854
26025,-73.81808511,45.50547799
26028,-73.81910267,45.50639488
26045,-73.86104161,45.48225128
26046,-73.86095602,45.48230782
26064,-73.85788647,45.48486126
26090,-73.69389875,45.43449819
26103,-73.69089549,45.43651668
26108,-73.68772273,45.43566635
26164,-73.68326498,45.43554617
26178,-73.67909528,45.43492226
26190,-73.67761625,45.43512524
26195,-73.68260118,45.43560321
26200,-73.67761525,45.43480642
26240,-73.67686579,45.43510372
26258,-73.67595098,45.4348368
26296,-73.68704324,45.4365846
26298,-73.68647061,45.43595888
26307,-73.67248387,45.43472025
26309,-73.67243505,45.43471951
26311,-73.67238686,45.43471994
26401,-73.64785535,45.44324571
26424,-73.65428739,45.4426397
26463,-73.64790711,45.44328874
26472,-73.68262747,45.43511269
26510,-73.687011,45.43655567
26545,-73.58784271,45.48729592
26546,-73.58784271,45.48729592
26553,-73.56457945,45.60071501
26598,-73.56457945,45.60071501
26636,-73.56457945,45.60071501
26637,-73.56457945,45.60071501
26729,-73.83131902,45.46391075
26735,-73.83131902,45.46391075
26757,-73.83131902,45.46391075
26841,-73.83131902,45.46391075
26891,-73.5419594,45.59232449
26969,-73.5419594,45.59232449
26985,-73.5419594,45.59232449
27014,-73.5419594,45.59232449
27081,-73.64801797,45.52844156
27093,-73.64801797,45.52844156
27161,-73.70644114,45.49873893
27162,-73.70644114,45.49873893
27203,-73.70644114,45.49873893
27293,-73.6154996,45.44770479
27313,-73.6154996,45.44770479
27331,-73.6154996,45.44770479
27372,-73.6154996,45.44770479
27404,-73.61697243,45.60618823
27456,-73.7922022,45.48331404
27479,-73.82029248,45.46170527
27483,-73.82029248,45.46170527
27513,-73.57077791,45.59222208
27514,-73.57077791,45.59222208
27572,-73.51292751,45.65493249
27614,-73.63456834,45.4322491
27642,-73.56769769,45.59801345
27655,-73.56769769,45.59801345
27825,-73.69758342,45.53648727
27880,-73.63769016,45.50238905
27881,-73.63769016,45.50238905
27927,-73.65069711,45.49098843
27929,-73.65069711,45.49098843
27960,-73.66604234,45.47581059
27961,-73.66604234,45.47581059
27962,-73.66604234,45.47581059
27981,-73.66604234,45.47581059
27982,-73.66604234,45.47581059
27984,-73.66604234,45.47581059
27995,-73.69013616,45.43922461
27996,-73.69013616,45.43922461
28038,-73.74331591,45.4447207
28041,-73.74331591,45.4447207
28047,-73.74331591,45.4447207
28054,-73.74331591,45.4447207
28136,-73.81397328,45.44534309
28137,-73.81397328,45.44534309
28138,-73.81397328,45.44534309
28139,-73.81397328,45.44534309
28140,-73.81397328,45.44534309
28141,-73.81397328,45.44534309
28142,-73.81397328,45.44534309
28143,-73.81397328,45.44534309
28144,-73.81397328,45.44534309
28145,-73.81397328,45.44534309
28146,-73.81397328,45.44534309
28147,-73.81397328,45.44534309
28148,-73.81397328,45.44534309
28149,-73.81397328,45.44534309
28153,-73.81397328,45.44534309
28160,-73.84845019,45.43247636
28167,-73.84845019,45.43247636
28209,-73.91786445,45.41738896
28215,-73.91786445,45.41738896
28236,-73.82440544,45.46756203
28238,-73.82440544,45.46756203
28262,-73.67428587,45.52018762
28292,-73.65548165,45.46570045
28315,-73.62354957,45.6237513
28337,-73.5435523,45.46679419
28352,-73.57473911,45.51050018
28354,-73.57473911,45.51050018
28445,-73.58587102,45.48911891
28446,-73.58587102,45.48911891
28452,-73.58587102,45.48911891
28484,-73.59393785,45.57521839
28485,-73.59393785,45.57521839
28492,-73.59393785,45.57521839
28523,-73.62055746,45.60537322
28525,-73.62055746,45.60537322
28561,-73.56160384,45.50764536
28658,-73.56417762,45.50149972
28664,-73.56417762,45.50149972
28681,-73.56042786,45.50225466
28746,-73.65691392,45.53498367
28759,-73.65691392,45.53498367
28761,-73.65691392,45.53498367
28797,-73.55923024,45.51627555
28823,-73.55923024,45.51627555
28927,-73.56441895,45.50744071
28928,-73.56441895,45.50744071
28966,-73.56441895,45.50744071
28967,-73.56441895,45.50744071
28989,-73.5625852,45.50663754
29027,-73.56196764,45.50049348
29124,-73.57133881,45.50316054
29133,-73.57133881,45.50316054
29232,-73.56730434,45.50050494
29239,-73.56730434,45.50050494
29260,-73.56864655,45.50158945
29274,-73.56864655,45.50158945
29283,-73.57040195,45.49718769
29364,-73.57374949,45.50094954
29385,-73.5783605,45.49417154
29455,-73.57230254,45.50206987
29515,-73.5419594,45.59232449
29542,-73.56417762,45.50149972
29692,-73.56570951,45.59754464
29700,-73.56673538,45.46398946
