,long,lat
4863,-73.58632425,45.54927571
4878,-73.58013732,45.5624466
4887,-73.59036198,45.54219591
4912,-73.60136524,45.54849687
5100,-73.58718979,45.54582292
5163,-73.57857466,45.53820683
5169,-73.57900907,45.53534414
5182,-73.57676106,45.53428522
5245,-73.56028669,45.53962529
5282,-73.56411432,45.52847367
5283,-73.56401064,45.52882547
5285,-73.5636002,45.52996391
5302,-73.56489128,45.53313413
5361,-73.58022091,45.51981927
5446,-73.58114935,45.51894865
5485,-73.57379463,45.51815881
5539,-73.56915972,45.51374313
5546,-73.56889896,45.51433781
5584,-73.57454235,45.52199641
5606,-73.57652689,45.52333991
5708,-73.57139859,45.52078229
5709,-73.57136202,45.52081281
5723,-73.57406359,45.52296549
5749,-73.56797961,45.51880877
5755,-73.56943002,45.52050005
5776,-73.56655931,45.52163277
5782,-73.56588461,45.52133162
5807,-73.58568596,45.52905261
5835,-73.58524486,45.52875752
5846,-73.58669399,45.52594452
5881,-73.5834574,45.53067262
5900,-73.58291372,45.53201521
5948,-73.5800984,45.53415209
5951,-73.58167821,45.53546087
5959,-73.57959069,45.53475696
5992,-73.58755534,45.52704986
5993,-73.58748201,45.52632392
6020,-73.58705251,45.52682222
6024,-73.58689847,45.52696434
6032,-73.58689919,45.52776411
6034,-73.58681944,45.52785218
6077,-73.59754409,45.52541414
6133,-73.59709799,45.51992729
6307,-73.59333879,45.52342189
6308,-73.59330054,45.52343533
6340,-73.59184743,45.52214704
6364,-73.59145985,45.51798469
6394,-73.58825532,45.51843344
6434,-73.58654954,45.52541508
6436,-73.58661564,45.52544202
6464,-73.58843645,45.52521801
6484,-73.59723664,45.52046213
6639,-73.60367604,45.52316894
6741,-73.60195474,45.52278095
6746,-73.60166258,45.52218831
6752,-73.60157381,45.52215572
6828,-73.61465469,45.55153439
6845,-73.60700483,45.54827477
6853,-73.60657471,45.54871196
6875,-73.60574265,45.54974034
6902,-73.60590828,45.55923885
6974,-73.59729586,45.55384462
7005,-73.6027983,45.55248897
7013,-73.60016639,45.55051923
7024,-73.59849148,45.55244408
7025,-73.59843703,45.55250478
7075,-73.62598694,45.52825212
7143,-73.6245579,45.52602685
7225,-73.62469242,45.52683401
7256,-73.62289113,45.52415357
7274,-73.6230133,45.52869943
7485,-73.61394497,45.53857583
7500,-73.61275265,45.53974923
7516,-73.61292722,45.53727487
7529,-73.61149544,45.53785784
7538,-73.6108749,45.53854211
7548,-73.61119974,45.53711999
7596,-73.59849219,45.53129188
7607,-73.59834616,45.53146496
7699,-73.60794107,45.53586091
7750,-73.60708946,45.52937712
7800,-73.60628397,45.53436226
7808,-73.60223284,45.53249591
7812,-73.60324769,45.53295355
7839,-73.60359897,45.53522803
7843,-73.60343655,45.53553889
7856,-73.63128935,45.53946371
7866,-73.62862717,45.54224526
7877,-73.6303575,45.54016386
7881,-73.63064564,45.54050997
7920,-73.62486523,45.53792859
7922,-73.62432964,45.53886555
7926,-73.62485226,45.53796784
7984,-73.62268155,45.54051511
8011,-73.62088106,45.53610692
8056,-73.61672928,45.53619943
8059,-73.61617386,45.53676869
8064,-73.61589027,45.53709076
8162,-73.63260256,45.543362
8168,-73.62871553,45.54263946
8175,-73.62976597,45.54291884
8201,-73.6213895,45.54056256
8211,-73.61662069,45.53916441
8212,-73.61706307,45.5392795
8259,-73.61517657,45.54180177
8262,-73.61572954,45.5388807
8307,-73.62881776,45.54691789
8317,-73.62879984,45.54736999
8332,-73.62859514,45.54409293
8415,-73.61902118,45.54358662
8550,-73.6119859,45.54285028
8556,-73.61258916,45.54226948
8623,-73.63411054,45.54421787
8652,-73.61131104,45.54291411
8663,-73.61024525,45.54403571
8669,-73.61016311,45.54412656
8674,-73.60835268,45.54617563
8677,-73.60764325,45.54700082
8684,-73.60869579,45.54578954
8685,-73.60859756,45.54585523
8688,-73.60843784,45.5459037
8700,-73.60456592,45.54483354
8702,-73.60451646,45.54488722
8708,-73.60466236,45.54545947
8782,-73.60683567,45.54240044
8783,-73.60674545,45.5425014
8863,-73.60024834,45.53955726
8925,-73.59507161,45.53454635
8982,-73.60841394,45.54126597
9038,-73.60160911,45.53806745
9060,-73.50228804,45.64111484
9068,-73.50157394,45.64215109
9078,-73.50039669,45.6422014
9150,-73.50285241,45.64242056
9155,-73.50599809,45.64186921
9232,-73.51037877,45.6564584
9234,-73.51056624,45.65648816
9269,-73.50808596,45.65945867
9309,-73.50135113,45.66417462
9325,-73.4875728,45.69356341
9326,-73.48761496,45.69331547
9354,-73.49074697,45.63809505
9395,-73.5947681,45.62887937
9397,-73.59449822,45.62878007
9407,-73.58664882,45.63317482
9433,-73.58478036,45.63431279
9462,-73.59105658,45.63613613
9465,-73.59068395,45.63628777
9466,-73.59040986,45.63646067
9491,-73.57429153,45.64262508
9511,-73.60149127,45.62339106
9528,-73.60020325,45.62440269
9554,-73.56707873,45.49046794
9704,-73.62534707,45.46527056
9833,-73.60783691,45.47356155
9843,-73.60673912,45.47448961
9856,-73.60646029,45.47598074
9869,-73.60505421,45.46908389
9876,-73.60461347,45.47334913
9878,-73.60504545,45.47366413
9886,-73.60305111,45.47449794
9904,-73.62076862,45.46774729
9937,-73.64026185,45.45614386
9975,-73.62930483,45.46326048
10040,-73.64874027,45.57369372
10041,-73.64868015,45.57377973
10073,-73.6489692,45.5742137
10146,-73.65081136,45.57199122
10149,-73.65048871,45.57236364
10150,-73.65042661,45.57242383
10158,-73.64949532,45.57287263
10189,-73.65228643,45.56952876
10197,-73.65826643,45.57136619
10220,-73.65063051,45.57148764
10280,-73.72014284,45.53249969
10281,-73.72004338,45.53250447
10300,-73.56541205,45.59753661
10321,-73.55446466,45.59789923
10337,-73.57003112,45.59709755
10386,-73.55062389,45.6042239
10392,-73.55051213,45.60452908
10404,-73.56163489,45.60355793
10411,-73.55289866,45.60634178
10421,-73.55915807,45.61234901
10474,-73.54792923,45.61009652
10604,-73.61449975,45.52063258
10624,-73.61254488,45.52283382
10636,-73.61227559,45.52375687
10672,-73.60720157,45.52146778
10673,-73.60717066,45.52150623
10755,-73.70263166,45.51992975
10776,-73.6962577,45.51613473
10778,-73.69631593,45.51609774
10810,-73.68039604,45.51626427
10868,-73.7115915,45.51277992
10880,-73.71344631,45.5181344
10881,-73.7135512,45.51814923
10896,-73.70293832,45.51871073
10923,-73.69339871,45.51203588
10926,-73.69218526,45.51218397
10963,-73.61644113,45.6083381
10979,-73.61232094,45.60740245
11066,-73.62982593,45.61643471
11079,-73.62949759,45.61717762
11083,-73.62801933,45.61787404
11084,-73.62898805,45.61791443
11086,-73.62888737,45.61796241
11095,-73.62159498,45.62400562
11160,-73.62252152,45.61847593
11164,-73.63690421,45.59096952
11192,-73.62918525,45.59808104
11266,-73.63529174,45.60125234
11275,-73.6229423,45.60506627
11351,-73.57466773,45.59148247
11356,-73.57670835,45.59154167
11370,-73.57427895,45.59251023
11379,-73.57449461,45.59431317
11437,-73.56981679,45.59531783
11534,-73.60993564,45.59763975
11552,-73.61029274,45.59874998
11692,-73.59201272,45.59303695
11710,-73.58555533,45.59105416
11737,-73.57630359,45.59134272
11739,-73.57512742,45.59135484
11804,-73.60985253,45.59663041
11842,-73.5857975,45.57259044
11890,-73.59717796,45.57817522
11893,-73.59640179,45.57769645
11915,-73.59827402,45.57713786
11925,-73.59550179,45.57922224
11931,-73.5966733,45.57948436
11955,-73.59597605,45.58021265
11990,-73.57342292,45.58189837
12026,-73.58723921,45.57105964
12029,-73.58617394,45.57217696
12032,-73.58767729,45.57273029
12052,-73.58523453,45.574707
12061,-73.573112,45.44734799
12064,-73.57306333,45.44767323
12075,-73.57238474,45.44846598
12083,-73.57716794,45.44976737
12117,-73.57255597,45.45268879
12119,-73.57255159,45.45266198
12150,-73.57663394,45.45506209
12166,-73.57612033,45.46065869
12183,-73.57216889,45.45604413
12194,-73.57168887,45.45651928
12195,-73.57168815,45.45655645
12276,-73.57200312,45.45839878
12305,-73.56435081,45.46278301
12398,-73.57918626,45.4635804
12415,-73.54570681,45.46844133
12435,-73.54900401,45.46771784
12451,-73.54138177,45.46910599
12457,-73.54041563,45.46722889
12527,-73.61447274,45.42511527
12529,-73.61265291,45.42499533
12551,-73.60845802,45.4274218
12555,-73.60817682,45.42792868
12565,-73.59840463,45.43011319
12573,-73.59815404,45.43086649
12582,-73.59473892,45.42942628
12599,-73.59747171,45.43139304
12604,-73.59791428,45.43168233
12616,-73.59707478,45.43289803
12655,-73.61057059,45.4357311
12736,-73.62812788,45.42707064
12749,-73.62734505,45.42657489
12814,-73.61086553,45.42996149
12842,-73.63188843,45.43248727
12862,-73.63021176,45.4333265
12900,-73.62741386,45.4341515
12922,-73.62636595,45.4363888
12944,-73.62487763,45.43822101
12955,-73.62398707,45.43901817
12959,-73.62331467,45.43928255
12972,-73.62193051,45.44041866
12991,-73.61718753,45.44310159
13014,-73.60991447,45.45012182
13015,-73.6098936,45.45016881
13020,-73.60917191,45.44923996
13071,-73.63155174,45.42932826
13116,-73.68264733,45.51506796
13121,-73.68285747,45.51533775
13152,-73.68299084,45.51372062
13156,-73.68648181,45.49544051
13166,-73.68189933,45.50112123
13170,-73.68160788,45.50120552
13407,-73.58995913,45.48685499
13473,-73.60617917,45.47707881
13495,-73.60527175,45.47773816
13609,-73.60129585,45.48109845
13610,-73.60096015,45.48142809
13612,-73.60022786,45.48209508
13613,-73.60022176,45.48211677
13615,-73.59797924,45.48345516
13620,-73.59720371,45.48467917
13621,-73.59483347,45.47960585
13622,-73.59488607,45.47954857
13623,-73.59491671,45.47950859
13624,-73.5949659,45.4794794
13626,-73.59508627,45.47932596
13634,-73.58696266,45.48669174
13640,-73.58668918,45.48704712
13655,-73.58695201,45.48550431
13672,-73.64733763,45.45390161
13677,-73.64609547,45.45338337
13678,-73.64618655,45.45345146
13681,-73.64656885,45.45355787
13702,-73.64481427,45.45288882
13710,-73.64527192,45.45306686
13715,-73.64323873,45.45333713
13742,-73.74053447,45.44438159
13743,-73.74054621,45.44443709
13749,-73.74067885,45.4450263
13757,-73.73871271,45.4387113
13766,-73.73625833,45.43994002
13797,-73.747042,45.44738554
13800,-73.74683729,45.4473481
13807,-73.7339794,45.44013251
13817,-73.73131147,45.44085198
13827,-73.72957862,45.44068028
13849,-73.74552481,45.44623763
13916,-73.83195158,45.45095854
13945,-73.82969987,45.46933469
13946,-73.82962847,45.469263
13984,-73.8284459,45.42913346
13986,-73.82694897,45.42890622
14003,-73.8236314,45.4293656
14051,-73.82923248,45.4689042
14054,-73.82911855,45.46840124
14078,-73.82065218,45.45750961
14080,-73.82269288,45.46226425
14122,-73.78935946,45.45005457
14132,-73.78822565,45.45011467
14172,-73.88022235,45.41954595
14180,-73.88013363,45.41950134
14195,-73.88197817,45.41928615
14223,-73.84757396,45.43176877
14235,-73.89781852,45.43683118
14253,-73.86448737,45.45908714
14258,-73.86449007,45.45962623
14267,-73.86315867,45.45772657
14323,-73.86098865,45.44795755
14325,-73.85636064,45.44892583
14351,-73.85879686,45.45482015
14361,-73.8555791,45.45272519
14362,-73.85585511,45.45268096
14376,-73.85331794,45.44615654
14380,-73.85383982,45.44626633
14428,-73.85208834,45.44663897
14429,-73.83680174,45.44928456
14430,-73.8367112,45.44919412
14437,-73.83630402,45.44953799
14439,-73.83623788,45.44957381
14448,-73.84508168,45.48394948
14516,-73.83807579,45.47717578
14534,-73.83708299,45.47432377
14547,-73.83677289,45.47585865
14624,-73.79992987,45.48460976
14647,-73.79691643,45.48596083
14674,-73.78482817,45.49770076
14699,-73.79978532,45.48801111
14711,-73.7998404,45.48807197
14745,-73.81884076,45.50472712
14747,-73.81929073,45.50543449
14781,-73.62378202,45.52090454
14788,-73.62330841,45.52137909
14789,-73.62636159,45.52073219
14792,-73.62262523,45.52279078
14794,-73.62314467,45.52312973
14795,-73.62212071,45.52283595
14797,-73.62254465,45.52258732
14798,-73.6225976,45.52250817
14800,-73.62432514,45.52177329
14870,-73.87622919,45.48870797
14883,-73.87198185,45.4894917
14903,-73.87779698,45.49467273
14908,-73.87757434,45.49379009
14947,-73.86971683,45.48083821
14953,-73.86847858,45.48232462
14962,-73.86728888,45.48296662
15050,-73.65074084,45.58375364
15072,-73.63956223,45.58290257
15089,-73.63914269,45.58311391
15119,-73.64862675,45.58690114
15127,-73.64643934,45.59053118
15129,-73.64611668,45.59035738
15197,-73.6357496,45.58890939
15261,-73.62890539,45.60400087
15293,-73.62485046,45.60561894
15353,-73.69773944,45.51951594
15398,-73.70285011,45.51877712
15409,-73.72116613,45.51356517
15424,-73.63350261,45.59038749
15456,-73.6329115,45.59342114
15463,-73.63455143,45.59266372
15494,-73.61505936,45.60044595
15516,-73.70012663,45.53780101
15517,-73.69717633,45.54354639
15534,-73.67869925,45.53673532
15538,-73.72206701,45.53148437
15540,-73.72017628,45.532472
15542,-73.71737636,45.53377331
15567,-73.62095822,45.58634656
15614,-73.66172745,45.50717152
15617,-73.6616542,45.50715399
15678,-73.67407799,45.52134765
15682,-73.67546914,45.52030864
15697,-73.66415127,45.50452262
15718,-73.61816576,45.47833286
15746,-73.67953308,45.53762854
15748,-73.69998093,45.5377695
15752,-73.70747112,45.53226362
15753,-73.70763505,45.53206743
15763,-73.70688248,45.53280055
15801,-73.64664191,45.50096722
15805,-73.61422999,45.47656443
15882,-73.67962464,45.5376715
15891,-73.63382353,45.54852167
15900,-73.6778618,45.53757321
15905,-73.64672072,45.55837649
15932,-73.70507364,45.53357974
15933,-73.70651158,45.53241852
15937,-73.70850951,45.53092754
15942,-73.71840617,45.53153075
15943,-73.71922549,45.53184178
15944,-73.70503375,45.53355902
15967,-73.69996451,45.53783459
15970,-73.69848056,45.53833254
15972,-73.66234271,45.50671056
15979,-73.64727907,45.51374399
15993,-73.68694862,45.54037078
16009,-73.66846052,45.52902451
16022,-73.70727065,45.53185294
16030,-73.70525139,45.5335203
16038,-73.60191224,45.58032223
16045,-73.59828138,45.58811444
16085,-73.66286446,45.45996442
16190,-73.6248246,45.47867941
16227,-73.64164172,45.47519359
16274,-73.66587792,45.47094823
16297,-73.61526527,45.5113809
16319,-73.63105004,45.51338942
16358,-73.60724728,45.49532993
16365,-73.61663552,45.49504231
16367,-73.61964948,45.49403101
16376,-73.63096649,45.51334966
16404,-73.61699601,45.4961861
16406,-73.61620588,45.49573104
16407,-73.61644478,45.49586146
16410,-73.61806671,45.49649778
16424,-73.64695187,45.59107473
16452,-73.67847908,45.53914525
16462,-73.63270215,45.54340111
16465,-73.63635843,45.43237107
16466,-73.6277044,45.43371312
16491,-73.5414519,45.46760151
16496,-73.62174031,45.51045112
16556,-73.58573553,45.47038852
16612,-73.58256916,45.57870732
16646,-73.58099574,45.58409703
16671,-73.58035845,45.58183069
16731,-73.57848701,45.58731289
16738,-73.5781138,45.58781773
16744,-73.57751264,45.58865475
16789,-73.65956089,45.55713055
16793,-73.65787971,45.54658847
16831,-73.66644522,45.54626705
16867,-73.63957359,45.54564624
17024,-73.66722337,45.53585354
17028,-73.6652435,45.53622872
17130,-73.65720537,45.5617437
17184,-73.65573938,45.56418263
17188,-73.6556281,45.56444394
17192,-73.65569881,45.56455394
17216,-73.65407825,45.56628939
17222,-73.65407882,45.56649635
17228,-73.65416415,45.56723591
17317,-73.66601944,45.5354362
17336,-73.57371802,45.5502709
17338,-73.57315498,45.55117331
17406,-73.57558514,45.54671638
17430,-73.57501804,45.54765362
17533,-73.61267427,45.54058306
17654,-73.60427632,45.53678034
17903,-73.61699357,45.53424904
17976,-73.53175259,45.55392773
18027,-73.53478085,45.54995542
18030,-73.53464659,45.55027215
18065,-73.53248697,45.55286214
18101,-73.54337995,45.54773159
18102,-73.54339784,45.54771146
18197,-73.54600261,45.54344062
18206,-73.54602134,45.54284194
18236,-73.54500038,45.54449953
18278,-73.54466964,45.54503857
18358,-73.57969918,45.49321971
18456,-73.5730364,45.49830527
18509,-73.57493629,45.50038843
18550,-73.57028265,45.50252071
18603,-73.57697534,45.50180305
18620,-73.56753104,45.50305308
18759,-73.55579276,45.49957627
18802,-73.55716803,45.5003542
18853,-73.56150144,45.50215774
18952,-73.5536473,45.50465585
19116,-73.55376726,45.51175193
19117,-73.55387728,45.51157818
19212,-73.57799571,45.49845522
19251,-73.57456216,45.49649824
19336,-73.55708462,45.51721908
19479,-73.57443776,45.49583044
19503,-73.5819082,45.49677406
19508,-73.57965321,45.49842036
19553,-73.55973541,45.5018159
19605,-73.56626264,45.5036269
19667,-73.55804015,45.50533361
19798,-73.56577675,45.51625774
19823,-73.55901261,45.5033459
19885,-73.56989533,45.53764222
19910,-73.5843031,45.52218484
19926,-73.58360963,45.52296532
19955,-73.5916176,45.5223738
20003,-73.58924141,45.52129083
20014,-73.58638919,45.52028882
20015,-73.58636363,45.52027724
20084,-73.59555903,45.52019684
20089,-73.59484059,45.52052625
20116,-73.58434343,45.52479397
20157,-73.58470208,45.51924441
20167,-73.58526621,45.51972998
20210,-73.59398218,45.52149372
20212,-73.59412481,45.52181294
20215,-73.59425457,45.52119515
20234,-73.58572856,45.52541005
20262,-73.57587997,45.52059499
20399,-73.57528242,45.51502079
20410,-73.57531631,45.51527359
20499,-73.57726234,45.52123192
20516,-73.57698939,45.52144271
20610,-73.57706987,45.53047409
20622,-73.58320892,45.51856835
20629,-73.58271567,45.51834769
20633,-73.58312456,45.51878756
20647,-73.58242412,45.51846797
20672,-73.58239127,45.52432809
20695,-73.58097045,45.52586767
20774,-73.5816476,45.52355363
20805,-73.58023663,45.51722082
20875,-73.57863832,45.522165
20922,-73.58099971,45.52632653
20956,-73.57796758,45.52952815
20996,-73.57666374,45.53049361
20997,-73.57669822,45.53045721
21053,-73.57433445,45.53335688
21108,-73.57243722,45.53499204
21148,-73.59742627,45.51801819
21161,-73.59668141,45.51841222
21178,-73.59745871,45.51751911
21201,-73.67515959,45.50969342
21206,-73.67423941,45.50915152
21207,-73.67388843,45.50847607
21211,-73.67322612,45.5085495
21243,-73.67817804,45.51114504
21300,-73.6810684,45.51296254
21326,-73.6799657,45.51270265
21331,-73.67994394,45.51227876
21404,-73.62573174,45.49805443
21409,-73.6256238,45.49800755
21410,-73.62559796,45.49799423
21415,-73.6268039,45.49793127
21418,-73.62515414,45.49742578
21420,-73.62513968,45.49743817
21424,-73.62480003,45.49728733
21425,-73.62478059,45.49727791
21438,-73.62288533,45.49716273
21449,-73.62475881,45.4976188
21466,-73.6189678,45.49548392
21470,-73.61849501,45.49461661
21533,-73.58223929,45.47902889
21554,-73.58041421,45.48354143
21633,-73.58761798,45.47710658
21636,-73.58784165,45.47701635
21642,-73.59718569,45.46104796
21717,-73.58740139,45.47444489
21749,-73.59479283,45.45468488
21797,-73.59369881,45.45289638
21807,-73.59393343,45.45358677
21808,-73.59390229,45.45349867
21823,-73.58595815,45.4773494
21836,-73.58497161,45.47757766
21843,-73.58368562,45.47799024
21859,-73.59601884,45.45797504
21897,-73.57779927,45.4814503
21929,-73.5686866,45.48787661
21967,-73.57447706,45.48324735
21969,-73.57376706,45.4836654
21978,-73.58166993,45.48267242
21999,-73.56719751,45.48737025
22082,-73.59274135,45.45110515
22084,-73.59324734,45.45162893
22133,-73.55762098,45.4926187
22177,-73.56512317,45.49231992
22195,-73.55666688,45.49406552
22212,-73.55723413,45.4939766
22280,-73.56695795,45.46528355
22316,-73.56670384,45.46429806
22462,-73.5667336,45.46404881
22498,-73.56691552,45.46167413
22509,-73.56686818,45.46231084
22525,-73.56683549,45.46301671
22538,-73.56760544,45.45796182
22594,-73.66213728,45.53439257
22597,-73.66453794,45.53575472
22598,-73.66508524,45.53592986
22636,-73.68115505,45.51301714
22646,-73.67459294,45.50893289
22658,-73.66146895,45.53394072
22668,-73.6542727,45.53210071
22691,-73.57219308,45.50493594
22747,-73.57550464,45.49993253
22888,-73.58194495,45.49129311
22908,-73.57728615,45.49494355
23025,-73.58131685,45.49655895
23030,-73.5827645,45.49509024
23031,-73.58274664,45.49508193
23078,-73.57844798,45.49868394
23092,-73.58170006,45.49629797
23106,-73.58380817,45.49390799
23147,-73.95128117,45.40328738
23175,-73.94680568,45.40252714
23178,-73.95303367,45.40420163
23180,-73.95258256,45.40405161
23243,-73.59578439,45.56139092
23296,-73.59224078,45.56525044
23350,-73.59571036,45.56147467
23367,-73.57135255,45.50141448
23421,-73.57128193,45.64603852
23439,-73.58483556,45.63414625
23530,-73.56744143,45.5163835
23542,-73.55656931,45.47836216
23592,-73.60401157,45.55165987
23593,-73.59715366,45.55859865
23616,-73.60755635,45.47566393
23700,-73.63370545,45.49242864
23715,-73.616441,45.47790079
23726,-73.63687572,45.49483662
23763,-73.56730517,45.48679754
23788,-73.63070659,45.49998672
23792,-73.87974289,45.42012914
23819,-73.87983777,45.42012741
23822,-73.60661786,45.4505734
23858,-73.58101076,45.52577432
23893,-73.62618547,45.51968696
23912,-73.6241693,45.4387968
23994,-73.64036701,45.54203478
23999,-73.63190869,45.53929052
24102,-73.58252494,45.57790734
24131,-73.67495137,45.50964026
24153,-73.65494101,45.55249717
24189,-73.8361896,45.44961071
24203,-73.83656743,45.44942585
24226,-73.60282709,45.57179921
24242,-73.83144602,45.4678763
24305,-73.55506276,45.49840331
24313,-73.56835436,45.50265225
24354,-73.56458018,45.50246987
24428,-73.57289773,45.49818654
24432,-73.58052681,45.48893954
24437,-73.57703632,45.49210263
24443,-73.56720198,45.50317653
24515,-73.58019043,45.4978314
24528,-73.60506292,45.46927934
24557,-73.71241314,45.51862471
24567,-73.70300125,45.51883911
24569,-73.70490787,45.52025341
24571,-73.71376645,45.51799545
24575,-73.71160526,45.51929438
24591,-73.7116277,45.51308225
24593,-73.8004984,45.48874591
24626,-73.71223331,45.51870559
24787,-73.62745491,45.54662986
24824,-73.56727917,45.45750076
24860,-73.62211324,45.54078773
24874,-73.59158226,45.48852332
24914,-73.50039176,45.642216
24959,-73.57034073,45.50779045
25027,-73.57797317,45.59925298
25038,-73.61643292,45.54246755
25140,-73.62318568,45.52828491
25178,-73.65861558,45.55938455
25185,-73.65078886,45.55033471
25197,-73.65414185,45.56646605
25237,-73.58620142,45.55540186
25245,-73.60921898,45.53977921
25247,-73.55846235,45.50130167
25281,-73.55484464,45.49831835
25296,-73.5874571,45.55334784
25306,-73.61012604,45.54416305
25312,-73.60154429,45.5536282
25356,-73.56812662,45.5170457
25440,-73.62480603,45.49727875
25456,-73.87508125,45.46692302
25468,-73.87433086,45.46781732
25475,-73.87488348,45.46866937
25476,-73.87490578,45.4686963
25489,-73.87304064,45.46597739
25540,-73.87079174,45.46364087
25541,-73.87075829,45.46362982
25611,-73.86810413,45.46129808
25631,-73.86169279,45.48213196
