,long,lat
8497,-73.61972086,45.54345586
8533,-73.61467379,45.54165146
8544,-73.61389821,45.54128871
8562,-73.61077158,45.54423488
8583,-73.60789882,45.54730895
8637,-73.63191731,45.54395857
8707,-73.60412653,45.54530869
8722,-73.60416519,45.54593527
8750,-73.59838811,45.54161061
8775,-73.60724048,45.5419487
8776,-73.60724167,45.54257247
8778,-73.60716594,45.54261195
8858,-73.60046103,45.53862304
8961,-73.59220807,45.53776489
8992,-73.60565796,45.53817176
8998,-73.60500979,45.53912916
9153,-73.50252562,45.64137921
9199,-73.5091792,45.65359393
9254,-73.5105238,45.65800724
9255,-73.51163937,45.65603032
9260,-73.51470172,45.65953044
9264,-73.50733176,45.65801559
9284,-73.50690674,45.66927279
9291,-73.50630578,45.6641884
9295,-73.50488464,45.66731822
9322,-73.48821005,45.69464689
9353,-73.49075716,45.63930576
9381,-73.59891141,45.62487938
9391,-73.59784397,45.62785601
9399,-73.58723502,45.6338631
9455,-73.59191935,45.63569065
9458,-73.59136954,45.6359713
9463,-73.59097891,45.6361765
9577,-73.6399043,45.46651516
9651,-73.62896419,45.46416422
9657,-73.62261168,45.46189244
9658,-73.62179149,45.46206573
9708,-73.62424863,45.46593369
9733,-73.6179424,45.46921488
9744,-73.61654603,45.46995163
9836,-73.60790288,45.47368198
9838,-73.60800574,45.47369547
9852,-73.60673406,45.47587466
9979,-73.62795983,45.45856568
9984,-73.6285923,45.45650746
10001,-73.62493299,45.45982963
10004,-73.62700653,45.46058699
10048,-73.64902655,45.57409728
10082,-73.64688053,45.57659664
10096,-73.6555765,45.57608654
10109,-73.65527268,45.57524228
10118,-73.65348381,45.57860521
10120,-73.65340329,45.57868351
10122,-73.6532221,45.57896324
10134,-73.64458266,45.57931473
10145,-73.65086221,45.57189118
10176,-73.65234152,45.56791754
10179,-73.65298095,45.56820688
10183,-73.65301202,45.56851611
10194,-73.6583667,45.57116602
10213,-73.64546433,45.56897148
10222,-73.7196905,45.52733773
10224,-73.71905455,45.52721946
10310,-73.55974816,45.59923022
10384,-73.55145665,45.60450617
10410,-73.58468424,45.60702235
10486,-73.54755324,45.60970175
10556,-73.61745492,45.51794418
10601,-73.61454924,45.52117837
10642,-73.61169536,45.52436177
10701,-73.60829722,45.52028499
10709,-73.60781907,45.52066292
10715,-73.60620335,45.52261646
10735,-73.60283033,45.52130254
10736,-73.60285874,45.52129945
10738,-73.67013045,45.52782884
10767,-73.70028381,45.51873809
10780,-73.69826037,45.51761007
10795,-73.69771264,45.51953983
10806,-73.6954449,45.51560999
10877,-73.71521208,45.51736442
10975,-73.61274143,45.60777645
10982,-73.61163103,45.60640441
11036,-73.61488345,45.61210896
11044,-73.61369812,45.61813952
11047,-73.61501791,45.61679647
11068,-73.62864338,45.61673848
11104,-73.62066058,45.6172513
11110,-73.62028273,45.61748553
11141,-73.62396786,45.62274872
11148,-73.62506948,45.62196692
11151,-73.62478104,45.62218409
11178,-73.63635595,45.59447312
11203,-73.62668938,45.59937059
11206,-73.62658754,45.59940111
11214,-73.6256967,45.59947777
11244,-73.63101667,45.59718821
11259,-73.64046014,45.59784565
11280,-73.62234393,45.60450146
11285,-73.62218149,45.60437458
11298,-73.62930633,45.60330602
11402,-73.59127825,45.59845694
11404,-73.59023675,45.59860165
11435,-73.57003482,45.59358101
11438,-73.56969885,45.59527357
11440,-73.5693212,45.59486145
11447,-73.57378079,45.59566761
11585,-73.59312242,45.59908416
11599,-73.60455311,45.60669365
11756,-73.56910433,45.5895364
11772,-73.57257628,45.58310343
11773,-73.57279529,45.58311058
11778,-73.57269242,45.58342954
11823,-73.61382006,45.59943453
11829,-73.58944841,45.57381942
11949,-73.59543956,45.58061163
11999,-73.57266591,45.58235093
12001,-73.5725981,45.58243421
12010,-73.59104775,45.56839343
12013,-73.59096846,45.56974981
12015,-73.58787832,45.57002074
12041,-73.58548983,45.57399522
12107,-73.57262037,45.45156213
12108,-73.57261938,45.45159183
12135,-73.57183027,45.45459189
12155,-73.57614337,45.45526228
12191,-73.57214127,45.4572441
12206,-73.57166002,45.45705966
12299,-73.56826446,45.46296962
12349,-73.56214596,45.47136204
12378,-73.57037857,45.47399706
12432,-73.54305006,45.46840241
12459,-73.53973822,45.46812439
12533,-73.61189088,45.42569436
12557,-73.60792473,45.42822353
12593,-73.63714318,45.42172313
12637,-73.61512088,45.43667595
12708,-73.62537263,45.42556284
12729,-73.62919077,45.42831502
12730,-73.62916018,45.4283497
12739,-73.62796525,45.42771413
12766,-73.63102462,45.42918615
12785,-73.63018746,45.42880154
12806,-73.63211115,45.42118177
12807,-73.63218059,45.42120229
12815,-73.61749076,45.43214781
12847,-73.63143517,45.43262655
12876,-73.62941622,45.43425138
12897,-73.62303311,45.43088452
12961,-73.62276668,45.43997936
12971,-73.62223267,45.44041222
12989,-73.62277806,45.44222187
13026,-73.60754635,45.45117879
13030,-73.64795639,45.43064862
13038,-73.64714747,45.43208367
13057,-73.63928709,45.42726353
13058,-73.63926637,45.42732054
13075,-73.63686412,45.42950406
13078,-73.63519617,45.42959001
13080,-73.63543449,45.4296897
13081,-73.63831203,45.42895539
13102,-73.64580932,45.43447171
13122,-73.68331966,45.51565637
13185,-73.67677579,45.50341893
13275,-73.57184433,45.50883301
13288,-73.5738352,45.5098411
13308,-73.57566721,45.50742247
13405,-73.59210235,45.48247517
13448,-73.60140333,45.4779057
13452,-73.60169397,45.47799408
13489,-73.60470096,45.47763619
13504,-73.60480091,45.4780798
13538,-73.5894187,45.48657197
13582,-73.60299373,45.47845777
13593,-73.60292363,45.4789487
13594,-73.60259252,45.47897429
13644,-73.5863936,45.48800712
13848,-73.74590896,45.44623797
13942,-73.83030235,45.4704286
13973,-73.82729296,45.42883406
13991,-73.82436571,45.42893806
14008,-73.82295731,45.42968785
14012,-73.82325756,45.42996488
14076,-73.82321569,45.46283489
14116,-73.79012668,45.45030746
14148,-73.78668862,45.45068175
14245,-73.86563672,45.46147446
14247,-73.86565687,45.45849895
14260,-73.86428571,45.45970067
14261,-73.86365492,45.45973669
14285,-73.86188584,45.45723362
14298,-73.86508816,45.45755295
14327,-73.8551501,45.4481327
14333,-73.85407318,45.44905497
14346,-73.85124584,45.45375894
14455,-73.84819966,45.48704305
14456,-73.84810781,45.48708481
14586,-73.81723686,45.5034171
14591,-73.81794071,45.50399266
14630,-73.79936144,45.48573255
14632,-73.79925049,45.48371962
14667,-73.78370582,45.4977885
14710,-73.79976995,45.48798289
14735,-73.81828676,45.50429206
14768,-73.95031635,45.4053938
14773,-73.62430757,45.52030369
14844,-73.6442086,45.5174045
14900,-73.87793165,45.4952381
14997,-73.64428316,45.57959783
15017,-73.64185071,45.58042152
15046,-73.64276682,45.57967226
15054,-73.65047164,45.58463088
15055,-73.65043414,45.58479407
15073,-73.63848455,45.58301888
15078,-73.63815589,45.58319213
15079,-73.6381079,45.58321631
15096,-73.64657617,45.58480016
15153,-73.64325811,45.58693004
15218,-73.63194737,45.5837804
15219,-73.63738692,45.5766943
15270,-73.63621403,45.60553262
15292,-73.62530095,45.60538738
15300,-73.63050518,45.61557334
15312,-73.71073419,45.52459678
15330,-73.71748095,45.52732639
15331,-73.71729076,45.52723875
15346,-73.71312813,45.52688738
15363,-73.70061076,45.52191783
15368,-73.70203618,45.5213234
15375,-73.70291966,45.52035666
15390,-73.69181857,45.52378372
15394,-73.71381147,45.52420944
15421,-73.63162748,45.59139108
15425,-73.63449896,45.58990599
15469,-73.62967949,45.59211533
15496,-73.64041314,45.59092585
15546,-73.70078891,45.52831411
15589,-73.60738099,45.58244406
15606,-73.60725026,45.58256764
15635,-73.66102129,45.50618791
15643,-73.62079386,45.58028115
15660,-73.62517687,45.58170195
15661,-73.62511889,45.58167312
15662,-73.62350588,45.58258236
15667,-73.62178281,45.58020263
15670,-73.62479508,45.58081171
15701,-73.67502272,45.52049469
15804,-73.61456959,45.47676089
15871,-73.62464139,45.54857984
15885,-73.67905598,45.538312
15909,-73.62614225,45.55282839
15973,-73.66227797,45.50680496
15981,-73.68693908,45.5403896
15989,-73.68705823,45.54017939
16002,-73.72206954,45.52919976
16012,-73.67699459,45.5267665
16052,-73.69886679,45.53874426
16080,-73.66304453,45.45993069
16105,-73.60918405,45.57651733
16106,-73.62023117,45.58213279
16108,-73.61803926,45.58079181
16194,-73.66577721,45.47009982
16218,-73.64607546,45.4642022
16238,-73.6260333,45.47934082
16246,-73.64958508,45.46952746
16247,-73.64487801,45.46585045
16328,-73.62999588,45.50970434
16340,-73.63064116,45.51025952
16362,-73.61327699,45.49508565
16397,-73.62396018,45.50678611
16399,-73.61483687,45.49512278
16454,-73.66930124,45.52876213
16528,-73.57576731,45.48931368
16537,-73.59201331,45.46973628
16564,-73.58041143,45.47643307
16617,-73.58308258,45.57486369
16641,-73.58037244,45.5846556
16648,-73.58124476,45.5800809
16651,-73.58112172,45.58029154
16653,-73.58109027,45.58037767
16658,-73.58089811,45.58069583
16662,-73.58073416,45.58095704
16711,-73.5796087,45.58641311
16742,-73.57816635,45.58875436
16750,-73.58236225,45.57904923
16815,-73.66674266,45.5451337
16889,-73.6677858,45.54395577
16896,-73.66831462,45.54263688
16920,-73.64323369,45.54176748
16963,-73.6536765,45.53959615
17038,-73.65983862,45.55728489
17039,-73.65940501,45.5573928
17081,-73.65861075,45.55939784
17091,-73.65792161,45.55991234
17111,-73.65730859,45.56092846
17114,-73.65712551,45.56123926
17218,-73.65460502,45.56647913
17276,-73.66019353,45.53115797
17277,-73.65976971,45.53103534
17289,-73.660161,45.53223621
17311,-73.66095605,45.53135471
17312,-73.66123886,45.53145023
17314,-73.66607324,45.53466007
17337,-73.57351535,45.5506027
17363,-73.57495675,45.54821482
17364,-73.57491681,45.54827625
17383,-73.57426513,45.54936891
17496,-73.61111812,45.53965196
17538,-73.61381073,45.53618927
17539,-73.61389365,45.53609379
17566,-73.60676779,45.53791145
17724,-73.61596689,45.53347455
17770,-73.61134719,45.53267168
17774,-73.61111663,45.53289129
17793,-73.60957032,45.5342162
17806,-73.61554217,45.53421067
17828,-73.61191211,45.53508232
17830,-73.6144202,45.53472112
17832,-73.61508129,45.53479394
17834,-73.61486212,45.53506621
17842,-73.61488021,45.53469683
17843,-73.61494401,45.53472285
17871,-73.60276749,45.53586426
17913,-73.61635887,45.53394514
17917,-73.61350342,45.53262321
17921,-73.61507127,45.53306735
17938,-73.61401401,45.53288604
17953,-73.57753139,45.54409393
17973,-73.53364203,45.55180711
18069,-73.53252247,45.55339347
18076,-73.53227639,45.55315425
18090,-73.54413935,45.54748425
18091,-73.54405286,45.54760257
18092,-73.54400901,45.54765412
18099,-73.54320256,45.54735998
18153,-73.54201626,45.54881921
18166,-73.54452304,45.54586228
18177,-73.54410545,45.54587605
18192,-73.54616364,45.54318601
18244,-73.53630635,45.54733815
18259,-73.54519747,45.54474139
18262,-73.54486659,45.54473086
18274,-73.54475024,45.54548253
18307,-73.53553217,45.54803246
18314,-73.58327103,45.49068965
18720,-73.57104379,45.50844962
18765,-73.55723101,45.49866744
18780,-73.56010046,45.49996937
19209,-73.5777845,45.49834601
19275,-73.55950358,45.51869791
19491,-73.55641825,45.51798674
19533,-73.55869744,45.50197655
19687,-73.56372376,45.51468394
19883,-73.57615526,45.53144972
19907,-73.58449926,45.52237274
19970,-73.58463987,45.51945408
19977,-73.58461571,45.51944124
19989,-73.58967575,45.52148856
20060,-73.58792078,45.52069124
20069,-73.58726574,45.52064367
20127,-73.58377545,45.52453731
20174,-73.58570966,45.52103691
20266,-73.57623616,45.52048923
20297,-73.576843,45.51594707
20338,-73.57048139,45.53701301
20347,-73.57069989,45.53732657
20405,-73.57455456,45.5149249
20411,-73.57425875,45.51479891
20467,-73.57889778,45.51685603
20469,-73.57821191,45.52197131
20473,-73.57797154,45.52151886
20489,-73.5776779,45.52138916
20659,-73.58310586,45.52354333
20727,-73.58040042,45.52695997
20731,-73.58108623,45.52622964
20740,-73.58103257,45.51759698
20781,-73.58100822,45.52329936
20808,-73.58011382,45.51715647
20815,-73.57949061,45.52741954
20817,-73.57934257,45.52759425
20867,-73.5788525,45.5219655
20950,-73.57764391,45.52944585
20965,-73.57895642,45.5284616
20993,-73.57751364,45.53000741
20998,-73.57657556,45.53057459
21061,-73.57490595,45.53234586
21062,-73.57482448,45.53241791
21081,-73.57384996,45.53387153
21114,-73.57233222,45.53546551
21289,-73.67533954,45.50980282
21310,-73.68076393,45.51321446
21311,-73.68082771,45.51325606
21316,-73.68043814,45.51298986
21367,-73.68094423,45.51335277
21397,-73.62634608,45.49833086
21437,-73.62281724,45.49772327
21452,-73.62000072,45.49513652
21457,-73.62060309,45.49541115
21458,-73.62088703,45.49554321
21469,-73.61893716,45.4947483
21477,-73.62176209,45.49625242
21531,-73.58238018,45.47895677
21565,-73.58030918,45.48466548
21671,-73.57558634,45.47943354
21673,-73.57593589,45.48040212
21722,-73.58717196,45.47468964
21794,-73.59389358,45.45222351
21813,-73.59376867,45.45310088
21820,-73.58586294,45.47633832
21844,-73.58336388,45.47773715
21875,-73.59586313,45.45859343
21904,-73.57741097,45.48169023
21949,-73.57544901,45.48290553
21992,-73.56615338,45.48844549
22039,-73.57961834,45.48043902
22077,-73.59366442,45.45169123
22154,-73.5620662,45.49228106
22274,-73.56406936,45.49353141
22285,-73.56690766,45.46564501
22317,-73.56704521,45.46445274
22357,-73.56714393,45.45903306
22369,-73.56747597,45.45965153
22380,-73.56740581,45.46023897
22386,-73.56705136,45.46050172
22387,-73.56738977,45.46050198
22393,-73.56734394,45.46083025
22394,-73.56733953,45.46088356
22549,-73.56758906,45.45825998
22571,-73.65130005,45.54364984
22580,-73.65968749,45.54166211
22590,-73.57059912,45.50659961
22599,-73.66476605,45.53612794
22618,-73.55846693,45.49391993
22659,-73.66049732,45.53122532
22777,-73.57041635,45.4964909
22779,-73.57152974,45.49643071
22944,-73.58068283,45.4927717
22947,-73.58090772,45.49259607
22953,-73.58246332,45.49126527
22954,-73.57472528,45.49485345
22962,-73.57990098,45.49345707
23027,-73.57972779,45.49572502
23028,-73.57985751,45.49579345
23039,-73.58009604,45.49797362
23123,-73.5622389,45.50347733
23316,-73.59797379,45.55945744
23329,-73.59658669,45.56103342
23335,-73.59647734,45.5612081
23415,-73.60409583,45.63597637
23474,-73.59485352,45.5259942
23548,-73.55855414,45.47942431
23572,-73.59685816,45.43369181
23698,-73.64892167,45.49399187
23730,-73.64824631,45.4944961
23797,-73.62379829,45.52984276
23816,-73.61834131,45.53166041
23823,-73.62379735,45.43639462
23825,-73.62295996,45.43555805
23877,-73.63530323,45.50271519
23886,-73.62363252,45.52981926
23923,-73.55157816,45.5688599
23964,-73.60739894,45.53795355
23982,-73.61527814,45.53717118
24056,-73.60083785,45.56728518
24130,-73.66178214,45.56427601
24275,-73.5584706,45.49871149
24451,-73.57720511,45.49813548
24531,-73.64847548,45.45394809
24540,-73.6400718,45.5980875
24589,-73.65118464,45.53708019
24620,-73.58705375,45.4697875
24640,-73.58697667,45.46968242
24685,-73.6617878,45.53320919
24692,-73.60611643,45.57255687
24693,-73.60325048,45.58188284
24717,-73.61557589,45.5888148
24718,-73.61548858,45.58878019
24730,-73.62137144,45.58709084
24755,-73.6159208,45.5365011
24836,-73.62771004,45.48490585
24854,-73.55912679,45.47872474
24863,-73.61559257,45.53685002
24898,-73.62069597,45.49545717
25020,-73.63763392,45.49471741
25031,-73.56507825,45.61317111
25085,-73.57218716,45.53564465
25145,-73.63668059,45.53002352
25235,-73.59302388,45.54755443
25265,-73.60485484,45.47802897
25285,-73.55831621,45.49740768
25302,-73.60405342,45.54604267
25308,-73.60650121,45.54825989
25399,-73.57819814,45.49654608
25438,-73.61529787,45.53714728
25439,-73.61524304,45.53720018
25507,-73.87501824,45.46677448
25512,-73.87378851,45.46708293
25561,-73.86683305,45.4783651
25568,-73.86542518,45.47938005
25580,-73.86538107,45.47940251
25592,-73.86810167,45.47901548
25640,-73.86097929,45.48485977
25653,-73.85820726,45.4841874
25719,-73.85012896,45.49094482
25736,-73.84976191,45.49253858
25753,-73.83868749,45.5000673
25780,-73.84082799,45.50379942
25781,-73.84202504,45.50355325
25790,-73.82882518,45.50674713
25803,-73.82275132,45.50832208
25820,-73.82241384,45.50646153
25841,-73.82047642,45.50789791
25848,-73.8161656,45.50349934
25851,-73.81647056,45.50379968
25858,-73.81910278,45.50981131
25870,-73.81018975,45.51103643
25876,-73.81602507,45.51179781
25939,-73.80280834,45.50947198
25989,-73.77877702,45.50377236
26072,-73.85046634,45.49186047
26154,-73.68596411,45.44164858
26212,-73.6745092,45.44219477
26291,-73.68771376,45.43643025
26294,-73.68719567,45.43734194
26295,-73.68718286,45.43717962
26303,-73.68581144,45.43703969
26316,-73.67202035,45.43473741
26420,-73.65247818,45.44380789
26421,-73.65252989,45.44373592
26629,-73.56457945,45.60071501
26650,-73.56457945,45.60071501
26701,-73.56457945,45.60071501
26781,-73.83131902,45.46391075
26799,-73.83131902,45.46391075
27001,-73.5419594,45.59232449
27070,-73.64801797,45.52844156
27217,-73.70644114,45.49873893
27321,-73.6154996,45.44770479
27373,-73.61697243,45.60618823
27422,-73.7922022,45.48331404
27489,-73.57077791,45.59222208
27533,-73.79643732,45.48154059
27576,-73.51292751,45.65493249
27613,-73.63456834,45.4322491
27653,-73.56769769,45.59801345
27659,-73.56769769,45.59801345
27691,-73.54142137,45.58172514
27764,-73.58843597,45.56705419
27807,-73.69758342,45.53648727
27875,-73.63769016,45.50238905
27879,-73.63769016,45.50238905
27899,-73.62552756,45.50924241
27950,-73.66604234,45.47581059
28028,-73.69013616,45.43922461
28061,-73.74331591,45.4447207
28102,-73.81397328,45.44534309
28170,-73.84845019,45.43247636
28203,-73.91786445,45.41738896
28231,-73.82440544,45.46756203
28251,-73.67428587,45.52018762
28296,-73.65548165,45.46570045
28330,-73.5435523,45.46679419
28366,-73.57473911,45.51050018
28390,-73.58587102,45.48911891
28422,-73.58587102,45.48911891
28526,-73.57683524,45.47957231
28527,-73.57683524,45.47957231
28530,-73.57683524,45.47957231
28537,-73.57683524,45.47957231
28548,-73.57683524,45.47957231
28549,-73.57683524,45.47957231
28599,-73.53933809,45.55412513
28602,-73.53933809,45.55412513
28604,-73.53933809,45.55412513
28749,-73.65691392,45.53498367
28767,-73.61511384,45.5359097
28781,-73.61511384,45.5359097
28783,-73.61511384,45.5359097
28786,-73.61511384,45.5359097
28793,-73.61511384,45.5359097
28821,-73.55923024,45.51627555
28987,-73.56441895,45.50744071
29005,-73.56499879,45.49952914
29378,-73.5783605,45.49417154
29389,-73.5783605,45.49417154
29482,-73.80267748,45.48456046
29497,-73.80267748,45.48456046
29498,-73.80267748,45.48456046
29532,-73.58587102,45.48911891
29537,-73.57683524,45.47957231
29551,-73.61511384,45.5359097
