,lat,long
0,-73.557974129952,45.530184092602
2,-73.650468681807,45.582960220689
105,-73.613333702087,45.436778673558
106,-73.554064859716,45.49544904071
107,-73.876947697544,45.503395228302
108,-73.620415609247,45.519985532078
109,-73.568107512328,45.493314612985
110,-73.591797776966,45.466134543537
111,-73.532640580428,45.548255151675
121,-73.559882170265,45.490457159879
123,-73.679556,45.531417
124,-73.669028,45.519861
129,-73.599394662748,45.445429706033
130,-73.560914446229,45.46642038093
131,-73.543118834496,45.463547004117
132,-73.589768562458,45.554202255277
133,-73.57112815298,45.568256051307
134,-73.691395015836,45.52236744627
135,-73.712962593606,45.513617980464
136,-73.575871031724,45.54425385835
137,-73.519774474196,45.594113954325
138,-73.570085506879,45.551468740571
139,-73.84266089648,45.510415288208
140,-73.884239366241,45.456896386707
141,-73.623164972258,45.627257483748
142,-73.642302388341,45.592661266405
143,-73.728872537613,45.509189046432
144,-73.699057102203,45.508489801759
145,-73.725562346715,45.500702595853
146,-73.555626495897,45.611230457077
147,-73.561285179101,45.589297423844
148,-73.583335876465,45.603755036707
149,-73.549869697533,45.548671933114
150,-73.52806870266,45.595904079397
151,-73.613880872726,45.473034988064
152,-73.641576435409,45.473503800628
153,-73.632334470749,45.461379817851
154,-73.650296030667,45.458049584389
155,-73.626682799302,45.510742582962
156,-73.596218269311,45.434058043595
157,-73.622737526894,45.416617836488
158,-73.576133888207,45.633697207052
159,-73.551626473276,45.477620868506
160,-73.582370418516,45.475660748771
161,-73.622998427511,45.547995844941
162,-73.666068813312,45.556370480801
163,-73.652870730852,45.56992112874
164,-73.664990108452,45.540233709713
165,-73.55930034443,45.529562014599
166,-73.564192693673,45.534943206949
167,-73.589620035134,45.532241401685
168,-73.587906360626,45.516526832173
169,-73.625037126876,45.532681064513
170,-73.567068021737,45.528066312438
171,-73.5848182524,45.499330341805
172,-73.777409871732,45.50221930199
173,-73.59089267622,45.538221664811
174,-73.656816794249,45.429582441872
176,-73.591607809067,45.553426794776
238,-73.484696748675,45.700920393396
275,-73.644353,45.41707202601893
298,-73.507342064992,45.64902412716
301,-73.551393,45.529574
303,-73.54935072931416,45.538172466561065
307,-73.562996804893,45.521315753071
327,-73.58078565316062,45.487417208871534
415,-73.556075,45.519123
416,-73.569182348954,45.525857972299
417,-73.565362136803,45.500933837727
418,-73.583113498514,45.471961140444
419,-73.582821138195,45.464445745025
420,-73.555065393448,45.574458702655
421,-73.702291846275,45.440407235933
422,-73.663374,45.5557
423,,
424,-73.621509075165,45.548362938305
425,-73.620649159329,45.546069417436
426,-73.621949581663,45.569764457621
427,-73.601150980617,45.565547802153
428,-73.592632945219,45.4673030028
433,-73.498833182658,45.651957205699
440,-73.506988,45.654278
441,-73.884154,45.457982
442,-73.848705489614,45.496020960508
443,-73.842982,45.510052
444,-73.855912685394,45.475164109995
445,-73.558496,45.48867
450,-73.649405270189,45.499957691839
451,-73.630914852687,45.469593546612
452,-73.649896126524,45.458080650164
453,-73.593246455733,45.585226249818
454,-73.556581504189,45.532641532524
455,-73.575698,45.483963
456,-73.631611,45.46069
457,-73.564659,45.512548
458,-73.66513411962,45.543866250587
459,,
460,-73.54372213586221,45.56101119933126
463,-73.634638433038,45.473919617061
464,,
465,-73.610047,45.531576
466,-73.58781,45.53213
467,-73.565609,45.5193
469,,
470,,
471,,
472,,
473,-73.565959349714,45.474376244475
474,-73.626194,45.57538
475,-73.588146,45.561416
476,-73.63116391156,45.541953250234
477,-73.649015617032,45.540063062173
478,-73.508293451416,45.640011922967
479,-73.595908,45.553199
480,-73.628640811883,45.605677500017
481,-73.56218640133,45.661747901796
482,-73.499186675988,45.640538671516
483,-73.492486517869,45.654440323986
484,-73.565306743151,45.478085551733
485,-73.536198,45.582574
486,-73.59898784913,45.567997953738
487,,
488,-73.666938071353,45.540818285815
489,-73.638520994598,45.548723587971
490,-73.633048548262,45.583718712384
491,-73.580080423496,45.505875079881
492,-73.52765451412695,45.56951454960989
493,,
494,-73.696492016402,45.49772693809
495,-73.549869,45.61682
496,,
497,-73.580468337975,45.653529153269
498,-73.61157,45.577624
499,-73.55264117808271,45.54174969281894
500,,
501,-73.558331,45.521283
502,-73.717189259945,45.536560517091
503,,
504,-73.634788434945,45.593284032921
505,-73.647835,45.577202
506,-73.662757276475,45.514616640037
507,,
508,-73.641992848359,45.59252952694
509,-73.482658904038,45.692475029119
510,,
511,,
512,-73.55488850831753,45.57779933710066
513,-73.56128,45.524543
514,-73.595716994642,45.539278671812
515,-73.58489421362,45.499483230642
516,-73.571370284997,45.637568138233
517,-73.675952553749,45.529222850616
518,-73.57424,45.489148
519,-73.648399,45.582161
520,-73.726244,45.515867
521,-73.728684919125,45.517342863207
522,-73.677203,45.551232
523,-73.612411022186,45.554688931291
524,-73.487562,45.648834
525,,
526,,
527,-73.620305,45.62098
528,-73.565362136803,45.500933837727
529,-73.591608270918,45.548979809369
530,,
531,-73.528876304626,45.592768826462
532,-73.555467,45.51693
533,-73.524093,45.601713
534,,
535,-73.55673,45.536045
536,-73.557985816472,45.446488551881
537,-73.63169853016,45.587765769922
538,-73.720608698295,45.522892112606
539,-73.567059277165,45.649568962418
540,-73.561322705753,45.520314443267
541,-73.684912,45.536716
542,-73.49208562846373,45.67660623082986
543,-73.705298,45.507514
545,-73.555215597153,45.561555058338
546,-73.552853,45.530236
547,,
548,-73.636336326599,45.483664749089
549,-73.59613,45.531598
550,-73.554190554164,45.583050364523
551,-73.57605,45.51647
552,-73.663567196653,45.564957897087
553,-73.582125053356,45.476125920521
554,-73.658781051636,45.573197010223
555,,
556,-73.54860545370428,45.54847405175767
557,-73.568583872396,45.552473471864
558,,
559,-73.632118,45.616264
560,,
561,-73.632022,45.503993
562,,
563,,
564,-73.671902600298,45.556629865197
565,-73.583156355118,45.514806411613
566,-73.5159243954989,45.66048458203636
568,-73.635329139266,45.55597718771
569,-73.620647,45.542924
570,-73.539661,45.575986
571,-73.583988659084,45.475283402935
572,,
573,-73.604741,45.457439
574,-73.642542261955,45.53392396333
575,,
576,-73.570353889335,45.513833520598
577,-73.650029,45.547443
578,-73.622587505994,45.616164546813
579,-73.558336,45.520478
580,-73.606883502989,45.589822035129
581,-73.690958692226,45.517865103457
582,-73.602261866194,45.63075886585
583,,
584,-73.566998,45.490592
585,,
586,-73.701636899922,45.522014396418
587,-73.747230073625,45.514861449835
588,,
589,-73.668397484819,45.562483009196
590,-73.572081327438,45.586946426691
591,-73.597152,45.602896
592,-73.584533,45.523388
593,-73.522537,45.594102
594,-73.492893419241,45.693848796837
595,-73.628014079247,45.555786948487
596,-73.615016,45.568443
597,-73.638936853902,45.595543527918
598,-73.602372,45.550794
599,-73.642291625821,45.570450140217
600,-73.600682,45.562329
601,-73.599250848475,45.596508720344
602,-73.56347629012677,45.590484843462605
603,,
604,-73.564091,45.521772
605,,
606,-73.578657503507,45.644843982514
607,-73.593563,45.460531
608,,
609,-73.59405653088514,45.47180300774743
610,,
611,-73.571948803954,45.459119895741
612,-73.653330802917,45.570733624257
614,-73.534211,45.600379
615,-73.574206,45.544011
616,-73.58603665615458,45.47103731044376
617,-73.49406,45.648452
619,-73.567541,45.594018
620,-73.491926193237,45.697959567736
621,-73.56371015907906,45.48906040679952
622,-73.491783779107,45.636097816022
623,-73.593384086178,45.627271059844
624,-73.73253930507,45.506615483562
625,-73.576013,45.514668
626,,
627,-73.555249,45.524343
628,-73.558417,45.530238
630,-73.555407986619,45.594668333308
631,-73.584846,45.501495
632,-73.566360712257,45.467244192403
633,-73.559723,45.520562
634,-73.626092,45.582637
635,,
636,-73.55629,45.52669
637,,
638,-73.57238054726,45.533356020661
639,,
640,-73.703247620769,45.544188975381
641,-73.54053914505978,45.54570634817213
642,-73.54236570955213,45.55465991451294
643,-73.616128,45.546088
644,-73.580927,45.523665
645,-73.49738423153,45.675827952974
646,-73.717326,45.529561
647,-73.582092508577,45.554881289663
648,-73.707616416437,45.528431920912
649,-73.580810292774,45.537508321993
650,-73.697236231735,45.547756062591
651,-73.633354072004,45.530473548768
652,-73.55471,45.519644
653,-73.537663809864,45.473443736503
654,-73.494401615105,45.68460557447
655,-73.58136449966,45.458845253498
656,-73.589915174862,45.471215667009
657,,
658,-73.654762,45.49882
659,,
660,-73.578663,45.473628
661,-73.58147957956886,45.64216853901243
662,-73.692757720714,45.546839306425
663,-73.571919754138,45.56850761213
664,,
665,-73.56,45.52165
666,-73.499479539685,45.695643108841
667,-73.641412300753,45.472831032483
668,-73.561799710765,45.571234115573
669,,
670,,
671,-73.57726557301572,45.5224335314869
672,-73.609048,45.533229
673,-73.677606584105,45.514081092628
674,-73.699238413418,45.541557992485
675,-73.731642034941,45.527479475196
676,-73.577478111481,45.486180543742
677,-73.656655,45.549011
678,-73.571362971475,45.475891971965
679,-73.58762877423,45.452617195201
680,-73.500302474938,45.650289315102
681,-73.595626,45.449711
682,-73.691203594208,45.521811550277
683,-73.553604,45.530497
684,-73.610136617597,45.584378143176
685,-73.580357,45.454416
686,-73.598037424139,45.637443400609
687,-73.492449251429,45.668218431165
688,,
689,-73.513604163346,45.601768582909
690,,
691,,
692,,
693,,
694,-73.581179,45.483775
695,-73.623437326394,45.599481108655
696,,
697,-73.530766,45.549761
698,-73.635534412243,45.568498642788
699,-73.689301954673,45.502751197888
701,-73.53507617420959,45.61365549966772
702,-73.702714435967,45.502123829828
703,-73.642326,45.559297
704,-73.725245,45.532305
705,-73.610569501045,45.538449973822
706,-73.67266183021,45.557815749014
707,-73.695712,45.530302
708,,
709,-73.554184,45.517602
710,,
711,-73.601746559143,45.444536135611
712,-73.590612,45.636657
713,-73.639262359582,45.608679745139
714,-73.671818061031,45.520952895228
715,-73.557381167123,45.456568828183
716,-73.499751386887,45.659478768461
717,-73.56431178891286,45.4790790625069
718,-73.705031,45.510394
719,-73.606697,45.520643
720,-73.604896784849,45.518616881505
721,,
722,-73.613181,45.420065
723,-73.62191587739542,45.4328913628965
724,-73.6530146,45.4340592
725,,
726,-73.635418,45.435295
727,-73.62271841960518,45.41806135065767
728,-73.639549,45.432393
729,,
730,,
731,-73.64049508681366,45.41927010452679
732,-73.716784,45.438817
733,-73.706442,45.437115
734,-73.694177,45.433665
735,-73.681311607361,45.428606025581
736,-73.689074991273,45.44354953829
737,-73.665865662662,45.428314430483
738,-73.69118428342261,45.440763282260605
739,-73.670702484376,45.431067265557
740,-73.680468236991,45.446952106827
741,-73.68449628135,45.43366736573
742,-73.687523603439,45.43596936693
743,-73.66490445075,45.439811712692
744,-73.718287032405,45.443333233645
745,-73.686995553735,45.433705753146
746,-73.652725,45.439756
747,-73.68991557266,45.445935541201
748,-73.666346768685,45.442287212491
749,-73.671061677442,45.446300847571
750,-73.866319822644,45.481108229535
751,-73.871142,45.500444
752,,
753,,
755,-73.496649698681,45.634114343373
758,-73.870843958599,45.481801985356
759,-73.619167341751,45.537639616372
760,-73.60254450550623,45.57442972988747
761,-73.625950813293,45.567361314012
762,-73.617994408126,45.563403493828
763,-73.600487942759,45.559035297251
764,-73.620618581772,45.548633422884
765,-73.615493562136,45.541101855899
766,-73.58743892247,45.606270131815
767,-73.624211412177,45.527699145254
768,-73.586103265939,45.499691926486
769,-73.585463,45.490595
770,-73.567109691006,45.492965714366
771,-73.550759922771,45.513050943993
772,-73.561665784625,45.51943161308
773,-73.56415271759,45.467926272084
774,-73.574823897586,45.465927994869
775,-73.583850860596,45.436044651757
776,-73.592787981033,45.438540286925
777,-73.5609126091,45.466722383526
778,-73.555355072021,45.457903115876
779,-73.591834,45.474409
780,-73.586440191554,45.473408656558
781,-73.596592508681,45.44894153379
782,-73.586329221725,45.480080343935
783,-73.558828007488,45.475116717316
784,-73.554361904211,45.477481297194
785,-73.560183048248,45.484567396497
786,-73.56855023975444,45.48863408331991
787,-73.594378005771,45.455530288084
788,-73.589822625707,45.475298047287
789,-73.592708070673,45.453142813367
790,-73.585285933804,45.477236834588
791,-73.559487830905,45.491379839735
792,-73.56973923376,45.486981623825
793,-73.57436872652,45.485500873017
794,-73.555782425933,45.48024604108
795,-73.561866744618,45.480244148443
796,-73.572655320168,45.484665182432
797,-73.571380745677,45.487409140853
798,-73.62936258316,45.417883041911
799,-73.589730262756,45.450091042516
800,-73.504829759106,45.663448081361
801,-73.585615754128,45.639183756463
802,-73.585444092751,45.649950879853
803,-73.500691652298,45.692968702966
804,-73.591838380271,45.533776414606
805,-73.586911215824,45.526647630661
806,-73.605048726924,45.52514453346
809,-73.501669855324,45.697946046112
810,-73.502561244377,45.666516753222
811,-73.575724040455,45.646738073958
812,-73.50106716156,45.655774239835
813,-73.595208416126,45.62988486909
814,-73.615441918373,45.631974515352
815,-73.487733375339,45.640174489611
816,-73.477957248688,45.701631240888
817,-73.58855009079,45.644393187419
818,-73.516468405724,45.666718118119
819,-73.542249798775,45.672093669399
820,-73.598442077637,45.63424766443
821,-73.597008895991,45.641236816358
822,-73.597529032936,45.643534070791
823,-73.555001020432,45.551033916492
824,-73.558934475657,45.545899969289
825,-73.606646944427,45.538904450421
826,-73.5813701277467,45.54497574460965
827,-73.61696357504,45.531378434019
828,-73.583722114563,45.538128648888
829,-73.569999933243,45.560555991355
830,-73.57093334198,45.574661472009
831,-73.560586641917,45.548463038306
832,-73.558803784394,45.55150320347
833,-73.565000295639,45.543197184402
834,-73.561384677887,45.551758928048
835,-73.577590584755,45.557322047462
836,-73.580133318901,45.559061113595
837,-73.593243813856,45.533556845039
838,-73.611939761166,45.531388003876
839,-73.611853304922,45.53450511185
840,-73.80853393336,45.498216961883
841,-73.822781598927,45.50970923816
842,-73.818184733391,45.507102564844
843,-73.767377391839,45.504030778839
844,-73.811225009895,45.509253845904
845,-73.845462799072,45.491427044156
846,-73.870064020157,45.467858554035
847,-73.894193172455,45.459588816334
848,-73.792864174369,45.503316738963
849,-73.823543787003,45.513873009857
850,-73.596214027525,45.625047124762
851,-73.833050085159,45.499977938202
852,-73.844776153564,45.51382038322
853,-73.853327035904,45.499004028056
854,-73.574117545886,45.654937727152
855,-73.549972008922,45.660379524926
856,-73.601682308401,45.640712406606
857,-73.8533656871,45.485704175488
858,-73.780104035681,45.501960730608
859,-73.63964471899,45.554457588844
860,-73.837470837955,45.496685089974
861,-73.783918403936,45.504909952658
863,-73.819583631657,45.513248264221
864,-73.577496552606,45.511634415653
865,-73.592021707374,45.52308634807
866,-73.584853723233,45.522852370683
867,-73.579602241516,45.519259461756
868,-73.567328453064,45.536911230574
869,-73.592661102334,45.525886424938
870,-73.618580102921,45.514030889473
871,-73.600679039955,45.513098641516
872,-73.618078676652,45.519909895693
873,-73.610517382622,45.522349015134
874,-73.622888225162,45.52621047784
875,-73.609443192694,45.516198456334
876,-73.617399930954,45.618277403743
877,-73.634014924878,45.595516499269
878,-73.62302553496,45.626976522431
