,ID,ORIGINE,T_COMMERCE,DATE_CREATION,CIVIQUE,TYPE_VOIE,LIEN_VOIE,NOM_VOIE,ORIENTATION,ADRESSE,SUITE,CODE_POST,ETAGE,NOM_CENTRE,NOM_ETAB_2023,ID_USAGE1,USAGE1,ID_USAGE2,USAGE2,ID_USAGE3,USAGE3,SCIAN,SITEWEB,ACCES_MOBILITE_REDUITE,VACANT_A_LOUER,A_LOUER_CONTACT,A_LOUER_TELEPHONE,ARRONDISSEMENT,QUARTIER,SDC_NOM,SECTEUR_PME,ENFANT,MULTIUSAGE,MULTIOCCUPANT,COORDY,COORDX,LAT,LONG
12468,{311a30b4-ac49-489d-bea8-258c18521fc7},HORS_SDC,Commerce rue,2023/06/07,209,rue,de la,Rotonde,,209 rue de la Rotonde ,,H3E0B8,RC,,LES ENFANTS TERRIBLES,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Verdun,Ile-des-Soeurs,,Grand Sud-Ouest,Non,Non,Non,5036998.67,301833.78,45.47291759288787,-73.53793861784317
12471,{5c160805-d79d-43b7-93d2-24da1bb3c254},HORS_SDC,Commerce rue,2023/06/07,103,rue,,Jacques-Le Ber,,103 rue Jacques-Le Ber ,,H3E0B4,RC,,NAGOMI,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Verdun,Ile-des-Soeurs,,Grand Sud-Ouest,Non,Non,Non,5037006.56,301717.29,45.47298808629149,-73.53942854345097
12487,{42adfbee-ba79-480b-81be-b3a022c21425},HORS_SDC,Commerce rue,2023/06/27,8612,rue,,Centrale,,8612 rue Centrale ,,H8P1N5,RC,,Capitale Burger,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.capitalesburgers.com/,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5030807.82,295418.21,45.4171524801554,-73.6198739037133
12502,{d485f323-be3a-4c8a-8736-d23562f3db7d},HORS_SDC,Commerce rue,2023/06/07,490,avenue,,90e,,490 90e avenue ,,H8R2Z7,RC,,Singh Pizza,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031338.52,293659.31,45.42190220669921,-73.64235955494898
12512,{fe1fdf65-aa14-44fc-949c-8cce3102f4e2},HORS_SDC,Commerce rue,2023/06/07,620,avenue,,90e,,620 90e avenue ,,H8R3A1,RC,,Wings Buffalo Bill,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,http://www.buffalobillwings.com/,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031514.23,293701.09,45.42348400278036,-73.64182964183007
12514,{0899e575-9b0d-4812-a80d-427c512604b1},HORS_SDC,Commerce rue,2023/06/07,100,avenue,,Lafleur,,100 avenue Lafleur ,,H8R3G9,RC,,Restaurant Nabab,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031515.04,292997.79,45.423479778736194,-73.65081679928693
12522,{388a85d8-453b-4a41-bf10-75f9ad5b84c3},HORS_SDC,Commerce rue,2023/06/07,620,boulevard,,LaSalle,,620 boulevard LaSalle ,B,H8R3A1,RC,,Double Pizza,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,http://www.doublepizza.ca/,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031508.08,293699.2,45.42342863182873,-73.64185365465623
12530,{334dbcd3-ec4d-40bf-9062-8186480f3d53},HORS_SDC,Commerce rue,2023/06/27,8178,boulevard,,Champlain,,8178 boulevard Champlain ,,H8P1B4,RC,,Bistro Isakaya Inc.,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.bistroisakaya.com/home,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031689.03,295994.84,45.42508958181728,-73.61252198547413
12534,{1b9bedd1-8b4c-490f-84e0-71f4707b8733},HORS_SDC,Commerce rue,2023/06/27,8100,boulevard,,Champlain,,8100 boulevard Champlain ,,H8P0A4,RC,,McDonald's,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031886.83,296064.18,45.426870361832,-73.61163940445539
12536,{32df8f7e-3ac0-4e30-8e95-954ebfd5a6b6},HORS_SDC,Commerce rue,2023/06/27,8080,boulevard,,Champlain,,8080 boulevard Champlain ,,H8P1B3,RC,,Tim Hortons,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://www.timhortons.ca/store-locator/store/restaurant_67212,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031957.07,296135.37,45.42750330449669,-73.61073088117023
12538,{5225de92-b9cf-45d2-8e67-2b38c8682441},HORS_SDC,Commerce rue,2023/06/27,7852,boulevard,,Champlain,,7852 boulevard Champlain ,,H8P1B3,RC,,BRASSERIE DES RAPIDES,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,https://brasseriedesrapides.com/fr/,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031875.58,296193.93,45.42677073689096,-73.60998109234977
12541,{68a09624-8aea-41dd-b90b-fa4683d390c9},HORS_SDC,Commerce rue,2023/06/27,7848,boulevard,,Champlain,,7848 boulevard Champlain ,,H8P1B3,RC,,AU COCHON FOU,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://aucochonfou.com/fr/,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031857.89,296226.99,45.42661195880128,-73.60955830114496
12549,{eccc1aeb-e757-428d-bf1f-1dfb830db5fb},HORS_SDC,Commerce rue,2023/06/27,7824,boulevard,,Champlain,,7824 boulevard Champlain ,,H8P1B3,RC,,RABU SUSHI,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://rabusushi.com/,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031941.34,296309.64,45.42736389482703,-73.60850353458001
12553,{19341887-887a-4273-a138-5326eec0f813},HORS_SDC,Commerce rue,2023/06/27,7814,boulevard,,Champlain,,7814 boulevard Champlain ,,H8P1B3,RC,,Subway,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://restaurants.subway.com/canada/qc/lasalle/7814-boul-champlain?utm_source=yext-other&utm_medium=local&utm_term=acq&utm,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031990.24,296324.85,45.42780410767274,-73.60831000111162
12562,{fd2da1ec-cd5c-4965-a6c9-eaea6ce936f6},HORS_SDC,Commerce rue,2023/06/27,7695,rue,,Centrale,,7695 rue Centrale ,,H8P1L7,RC,,Pizza mosaïque,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032227.69,297096.42,45.42994973435024,-73.59845341770414
12569,{923349ad-acfa-47ff-b473-ac960df9f1cd},HORS_SDC,Commerce rue,2023/06/27,7669,rue,,Centrale,,7669 rue Centrale ,,H8P1L4,RC,,RESTAURANT DANI PIZZERIA,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://www.danispizzeria.com/,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032308.89,297113.19,45.430680599815496,-73.59824036455451
12577,{8335852b-ea7c-44bb-9fc3-85ad2bbb0e2f},HORS_SDC,Commerce rue,2023/06/27,7685,rue,,Centrale,,7685 rue Centrale ,B,H8P1L7,RC,,Café Eviza,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,http://www.cafeeviza.ca/,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032254.12,297098.53,45.43018758884375,-73.59842686526544
12578,{fe389399-f1de-465f-83ba-9ade2bce660c},HORS_SDC,Commerce rue,2023/06/27,1,boulevard,,LaSalle,,1 boulevard LaSalle ,,H8P1Y5,RC,,Crème et Café,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,https://www.restomontreal.ca/resto/creme-cafe-montreal/382/fr/,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032071.23,297397.45,45.428545074626285,-73.59460389888211
12579,{17541c53-d85a-44e3-a267-725c49c3e2c0},HORS_SDC,Commerce rue,2023/06/27,7,avenue,,8e,,7 8e avenue ,,H8P2M6,RC,,Ristorante Riventino,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,riventino.com,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032071.66,297371.33,45.428548667036175,-73.59493771098774
12594,{2155d230-1476-499f-9f90-b52d912f8c5b},HORS_SDC,Commerce rue,2023/06/07,9150,rue,,Airlie,,9150 rue Airlie ,,H8R2A5,RC,,LaShish Airlie,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://www.lashishairlie.ca//,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5031278.22,294186.15,45.42136778703919,-73.63562620125997
12606,{bc551b90-0f21-4124-adb2-38e674989f25},HORS_SDC,Commerce rue,2023/06/27,7624,rue,,Centrale,,7624 rue Centrale ,,H8P1K9,RC,,RESTAURANT KIM CUISINE SANTÉ,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032426.95,297177.81,45.43174367387497,-73.59741633726232
12609,{088e9074-9b8f-433f-a487-25dcca6b1570},HORS_SDC,Commerce rue,2023/06/27,7610,rue,,Centrale,,7610 rue Centrale ,,H8P1K9,RC,,RESTAURANT CENTRALE PIZZERIA,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://pizzacentrale.com/,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032456.14,297182.61,45.43200639331088,-73.5973554428781
12634,{41e3ee3c-3143-4560-8c87-db41a67c16ba},HORS_SDC,Commerce rue,2023/06/07,2046,rue,,Lapierre,,2046 rue Lapierre ,,H8N2S2,RC,,Cuisine Créole Sous le palmier,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://souslepalmier.ca/,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032980.98,295769.91,45.43671236193696,-73.61542003878009
12636,{e6e62fde-852d-411b-b1b8-f61d6f216b16},HORS_SDC,Commerce rue,2023/06/07,2042,rue,,Lapierre,,2042 rue Lapierre ,,H8N2S2,RC,,Grillades portugaises Viana,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://order.chkplzapp.com/viana-grillades-portugaises/menus,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032977.69,295786.26,45.43668296778763,-73.61521100052622
12638,{d58e47a9-a893-4c7b-acb8-5a59480c8875},HORS_SDC,Commerce rue,2023/06/07,2038,rue,,Lapierre,,2038 rue Lapierre ,,H8N2S2,RC,,"Indien tandoori, deri Pizza",D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.indiantandooripizza.com/,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032975.37,295798.49,45.43666224878747,-73.61505464007445
12640,{37cfa174-585c-4c2d-aaf9-809d6f75af00},HORS_SDC,Commerce rue,2023/06/07,2036,rue,,Lapierre,,2036 rue Lapierre ,,H8N2S2,RC,,Excellente fondue chinoise,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032974.24,295804.41,45.43665215665374,-73.61497895283519
12653,{c4bef134-0e3c-400f-8931-9ca9a4e974a4},HORS_SDC,Commerce rue,2023/06/07,1701,rue,,Lapierre,,1701 rue Lapierre ,,H8N2M4,RC,,Faccia Brutta,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,https://facciabruttamtl.com/,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032973.1,295996.16,45.43664433912427,-73.6125280765859
12659,{3dffb9e0-4abf-48dc-92e2-c4a7e99a177f},HORS_SDC,Commerce rue,2023/06/07,1719,rue,,Thierry,,1719 rue Thierry ,,H8N1H6,RC,,Riccia café,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032952.91,295069.0,45.43645036970045,-73.62437818348228
12661,{6bfde773-a3c4-4472-87b8-f9e1ae956fd2},HORS_SDC,Commerce rue,2023/06/07,2050,rue,,Lapierre,,2050 rue Lapierre ,,H8N2L1,RC,,Deli Lee,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5032988.14,295737.29,45.436776369264365,-73.61583710409211
12672,{bca62a2d-843e-473b-a287-a11d1d19c057},HORS_SDC,Commerce rue,2023/06/07,7786,boulevard,,Newman,,7786 boulevard Newman ,,H8N1X8,RC,,CAFÉ INTERVALLO BISTRO-BAR,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5033030.89,295100.43,45.437152510672725,-73.62397799861888
12676,{c2e6490b-2958-47f6-b363-4d031bcd1d55},HORS_SDC,Commerce rue,2023/06/07,7660,boulevard,,Newman,,7660 boulevard Newman ,,H8N1X8,RC,,KYOMI,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.kyomirestaurant.com/?lang=fr,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5033172.05,295208.01,45.4384242251733,-73.62260570226313
12678,{95e2d2a0-4fd3-45cd-8299-f5b3429f5c93},HORS_SDC,Commerce rue,2023/06/07,7610,boulevard,,Newman,,7610 boulevard Newman ,,H8N1X8,RC,,A&W,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://web.aw.ca/en/home,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5033234.96,295255.38,45.43899096994672,-73.62200144303449
12680,{919d8695-45be-4902-a124-62e49a086098},HORS_SDC,Commerce rue,2023/06/07,7550,boulevard,,Newman,,7550 boulevard Newman ,,H8N1X2,RC,,BAR CAFÉ Newman,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5033310.56,295352.64,45.43967257857248,-73.62075971287986
12682,{b8bb0d2a-7d28-4579-a93c-9cee311b3147},HORS_SDC,Commerce rue,2023/06/07,7500,boulevard,,Newman,,7500 boulevard Newman ,,H8N1X2,RC,,RESTAURANT Peddlers,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://www.peddlersdejeuner.ca/,Non,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5033344.47,295343.76,45.43997759805014,-73.62087387032233
12687,{88ffa0ff-5b91-4cb4-b8fb-542b643093c7},HORS_SDC,Commerce rue,2023/06/07,7214,boulevard,,Newman,,7214 boulevard Newman ,,H8N1X2,RC,,CASA GRECQUE,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://casagrecque.ca/locations/?utm_source=G&utm_medium=LPM&utm_campaign=MTY,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5033596.22,295730.31,45.44224809508924,-73.61593752517534
12692,{3ae873e9-58d4-4d5a-8f9c-f4716966fee8},HORS_SDC,Commerce rue,2023/06/07,7056,rue,,Allard,,7056 rue Allard ,,H8N0C9,RC,,Atelier dumplings,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,LaSalle,Sault-Saint-Louis,,Grand Sud-Ouest,Non,Non,Non,5034273.42,296359.71,45.448349767047766,-73.60790365951088
12717,{5b30e398-8fb0-4806-a0a2-7c7052078fb2},HORS_SDC,Commerce rue,2023/06/07,9641,boulevard,,LaSalle,,9641 boulevard LaSalle ,,H8R2N6,RC avec escaliers (4 marches et plus),,Café ilios,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,https://www.facebook.com/cafeilios1/,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5031696.58,292413.61,45.425103269945794,-73.6582863211109
12723,{b7d9a8e1-eab8-463c-abce-b9523abedaf6},HORS_SDC,Commerce rue,2023/06/07,1617,avenue,,Dollard,,1617 avenue Dollard ,,H8N1T7,RC,,Ozgu,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032049.23,294673.95,45.42831297673022,-73.62940891500021
12725,{dd8fad77-abfe-4131-bdc3-c2ea1ed08003},HORS_SDC,Commerce rue,2023/06/07,1613,avenue,,Dollard,,1613 avenue Dollard ,,H8N1T7,RC,,HARMONIE ORIENTALE,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,http://www.harmonie-orientale.com/contact.html,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032045.78,294679.38,45.42828201040995,-73.629339450723
12726,{a8654f36-eef0-4cbe-be8a-5b3252ac0d5d},HORS_SDC,Commerce rue,2023/06/07,1611,avenue,,Dollard,,1611 avenue Dollard ,,H8N1T7,RC,,RESTAURANT DADAM,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://restaurant-dadam.business.site/#details,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032039.86,294685.11,45.42822882202378,-73.62926610190445
12731,{904b2b58-0ed3-40b4-8feb-3bcc83ac02fa},HORS_SDC,Commerce rue,2023/06/07,1603,avenue,,Dollard,,1603 avenue Dollard ,,H8N1T7,RC,,Gohan,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032057.13,294695.88,45.42838438226902,-73.62912881987127
12742,{77f0e0cd-5d2f-4910-a746-81823a901cb4},HORS_SDC,Commerce rue,2023/06/07,1509,avenue,,Dollard,,1509 avenue Dollard ,,H8N1T3,RC,,BAR CHEZ NORMAND,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5031969.96,294804.78,45.42760154541092,-73.62773534741828
12746,{503ffc24-8caa-4443-80f5-289118befa9c},HORS_SDC,Commerce rue,2023/06/07,1460,avenue,,Dollard,,1460 avenue Dollard ,,H8N1T4,RC,,PIZZA GIUSEPPE,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://www.giuseppepizza.ca/,Accès au niveau du sol,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5031866.3,294816.6,45.42666892665654,-73.62758219275764
12748,{2e8b1adc-f8ae-486c-8600-14e4b75acba5},HORS_SDC,Commerce rue,2023/06/07,1497,avenue,,Dollard,,1497 avenue Dollard ,,H8N1T3,RC,,Cuisine traiteur vichy,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://www.restaurantji.com/qc/lasalle/cuisine-traiteur-vicky-/,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5031956.3,294825.12,45.4274789158943,-73.62747513637218
12755,{088d1e2b-0c3b-4706-9a37-e4452c9725b7},HORS_SDC,Commerce rue,2023/06/07,1383,avenue,,Dollard,,1383 avenue Dollard ,,H8N1T3,RC,,L'artisan de la pasta,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5031881.58,294937.17,45.42680813482392,-73.6260417036873
12757,{ab640c1c-fc09-46f1-b510-a34104050225},HORS_SDC,Commerce rue,2023/06/07,1365,avenue,,Dollard,,1365 avenue Dollard ,,H8N1T3,RC,,CAFÉ BISTRO IL PICENO,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5031865.68,294959.97,45.426665379328746,-73.62575001821038
12762,{440a047d-b5a7-4b99-99c5-45dc1e23a440},HORS_SDC,Commerce rue,2023/06/07,1395,avenue,,Dollard,,1395 avenue Dollard ,,H8N1T3,RC,,Resto bar l'excuse,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5031894.17,294916.71,45.42692113750392,-73.62630342059677
12773,{e8a0916c-4b73-4d57-a2ff-bda634b30891},HORS_SDC,Commerce rue,2023/06/07,1682,avenue,,Dollard,,1682 avenue Dollard ,,H8N1T8,RC,,BAR VOODOO LOUNGE,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032056.66,294564.18,45.42837823783937,-73.63081188902898
12774,{f4f420c4-c32e-4f92-b99f-814693391fb5},HORS_SDC,Commerce rue,2023/06/07,1713,avenue,,Dollard,,1713 avenue Dollard ,,H8N1T7,RC,,Restaurant indienne Zaika,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032133.14,294567.36,45.42906649163849,-73.63077283898161
12790,{94bdd6f3-e16f-4e41-9a90-2fa28f9f4c2b},HORS_SDC,Commerce rue,2023/06/07,1663,avenue,,Dollard,,1663 avenue Dollard ,,H8N1T7,RC,,La Belle Province,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032093.015820825,294630.8227148791,45.42870635884523,-73.62996096979855
12791,{bb2deef3-8876-4b9c-9a2c-7d5317792af3},HORS_SDC,Commerce rue,2023/06/07,1661,avenue,,Dollard,,1661 avenue Dollard ,,H8N1T7,RC,,LES DÉLICES DU PUNJAB,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032090.5,294633.84,45.42868376403195,-73.62992235781559
12792,{3d81e121-39f8-49b1-990c-94f4431867ed},HORS_SDC,Commerce rue,2023/06/07,1659,avenue,,Dollard,,1659 avenue Dollard ,,H8N1T7,RC,,LA GUANGUITA,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032086.36,294639.45,45.42864659165866,-73.62985057821969
12793,{8fa486d4-fba1-4a3c-a648-1094e975d9fb},HORS_SDC,Commerce rue,2023/06/07,1655,avenue,,Dollard,,1655 avenue Dollard ,,H8N1T7,RC,,PIZZA lion,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032082.28,294645.72,45.42860996873451,-73.62977036535739
12794,{e6aa1dfd-eb36-4125-9505-9f0572525d8b},HORS_SDC,Commerce rue,2023/06/07,1651,avenue,,Dollard,,1651 avenue Dollard ,,H8N1T7,RC,,RÔTISSERIE COQ-O-BEC,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,http://coq-o-bec.online/,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032076.91,294653.94,45.42856176594662,-73.6296652056334
12795,{1034084f-8eea-46dd-8629-5c244445cfdf},HORS_SDC,Commerce rue,2023/06/07,1708,avenue,,Dollard,,1708 avenue Dollard ,,H8N1T8,RC,,La campagnola,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5032072.33,294544.86,45.428518961717614,-73.63105911801574
12796,{fe425382-2b99-4eaa-9b01-02f1d2a49e18},HORS_SDC,Commerce rue,2023/06/07,5001,rue,,Airlie,,5001 rue Airlie ,,H8R2A4,RC,,Ayo Restaurant,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.google.com/aclk?sa=l&ai=DChcSEwjl7tfL-6n1AhVO8OMHHba7DpkYABAAGgJ5bQ&sig=AOD64_18B6wjmbaW43rDmV-KsB_e7xuKTA&q&nis=1&adurl&ved=2ahUKEwiR3M_L-6n1AhVjkokEHQiVDaQQ0Qx6BAgCEAE,Non,Non,,,LaSalle,Cecil-P.-Newman,,Grand Sud-Ouest,Non,Non,Non,5031229.12,294547.36,45.42093134604512,-73.63100961684837
