,ID,ORIGINE,T_COMMERCE,DATE_CREATION,CIVIQUE,TYPE_VOIE,LIEN_VOIE,NOM_VOIE,ORIENTATION,ADRESSE,SUITE,CODE_POST,ETAGE,NOM_CENTRE,NOM_ETAB_2023,ID_USAGE1,USAGE1,ID_USAGE2,USAGE2,ID_USAGE3,USAGE3,SCIAN,SITEWEB,ACCES_MOBILITE_REDUITE,VACANT_A_LOUER,A_LOUER_CONTACT,A_LOUER_TELEPHONE,ARRONDISSEMENT,QUARTIER,SDC_NOM,SECTEUR_PME,ENFANT,MULTIUSAGE,MULTIOCCUPANT,COORDY,COORDX,LAT,LONG
4067,{78e1d925-8743-496e-8dac-b9d9de41a269},HORS_SDC,Commerce rue,2023/04/24,1345,rue,,Ontario,E,1345 rue Ontario E,,H2L3A3,RC,,Usine Grecque ,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Oui,Non,Non,5042557.48,299990.88,45.5229279212648,-73.56156329922725
4084,{de3cc159-c418-442b-8cdf-f187c46c6d10},HORS_SDC,Commerce rue,2023/04/24,1799,rue,,Atateken,,1799 rue Atateken ,,H2L3L7,RC,,UCHI,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,uchirestaurant.ca,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042185.83,300006.87,45.51958377683871,-73.5613549751526
4093,{dbf9fc2d-242e-4197-ad50-e4cb999042e1},HORS_SDC,Commerce rue,2023/06/07,1104,rue,,Ontario,E,1104 rue Ontario E,,H2L3L7,RC,,SUSHI 4 SAISONS,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://sushi4saisons.com/,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042256.75,299908.23,45.52022125818087,-73.56261830441852
4095,{59723fb0-191c-4b01-9324-cac84395fe06},HORS_SDC,Commerce rue,2023/06/07,1132,rue,,Ontario,E,1132 rue Ontario E,,H2L1R1,RC,,Les écoeurants ,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042283.22,299913.36,45.520459481783526,-73.56255290209711
4096,{de2d4241-ec52-4dae-9b3b-4422d8a0f494},HORS_SDC,Commerce rue,2023/06/07,1251,rue,,Robin,,1251 rue Robin ,,H2L1W8,RC,,Le milieu,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,http://www.lemilieu.ca/accueil,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Oui,Non,5042290.33,300136.77,45.52052499065765,-73.55969321079601
4105,{a9072cf3-112d-45e3-b462-f55a22178977},HORS_SDC,Commerce rue,2023/06/07,2120,rue,,Sherbrooke,E,2120 rue Sherbrooke E,,H2K4L8,RC,,Resto Café le 2120,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043450.45,299905.13,45.53096261547737,-73.56266991215305
4112,{4ce17a71-345e-4c08-ae85-fdc8d65a557d},HORS_SDC,Commerce rue,2023/06/07,2210,avenue,,De Lorimier,,2210 avenue De Lorimier ,,H2K3X3,RC,,Café São,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,https://www.facebook.com/cafesaomtl/,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043272.46,300071.07,45.52936213895631,-73.56054368399816
4123,{7078fcb4-f7b6-49f2-b676-09132929bb1c},HORS_SDC,Commerce rue,2023/06/07,2120,rue,,Ontario,E,2120 rue Ontario E,,H2K1V5,RC,,Restaurant Lafleur,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://restolafleur.com/fr/,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043176.98,300370.23,45.52850493880469,-73.55671281969698
4124,{428543b4-0c8c-47d0-9d51-b7a9b9669559},HORS_SDC,Commerce rue,2023/06/07,1652,rue,,Ontario,E,1652 rue Ontario E,,H2L1S7,RC,,Couleur tropicale,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042803.88,300139.29,45.52514613358604,-73.55966583828693
4127,{a8a336e3-aa76-41c6-9e80-f87e99dc5759},HORS_SDC,Commerce rue,2023/06/07,1653,rue,,Ontario,E,1653 rue Ontario E,,H2L1S8,RC,,DAME TARTINE,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://dametartine.ca/,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042813.02,300112.71,45.52522820064618,-73.5600061911862
4141,{e8fd3e52-57d5-41e0-8a7b-395c203a5168},HORS_SDC,Commerce rue,2023/06/07,1851,rue,,Ontario,E,1851 rue Ontario E,,H2K1T6,RC,,A QUINTA,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042963.39,300187.29,45.52658178623736,-73.55905286525702
4153,{0ccee108-02c7-4f3a-b86a-54e3a601dace},HORS_SDC,Commerce rue,2023/06/07,1690,rue,,Ontario,E,1690 rue Ontario E,,H2L1S7,RC,,RESTAURANT AU PETIT EXTRA,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://aupetitextra.com/,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042853.75,300162.36,45.52559503726074,-73.55937097837183
4155,{da4f938b-c5b4-40b6-9451-9c325c04cb35},HORS_SDC,Commerce rue,2023/06/07,1821,rue,,Ontario,E,1821 rue Ontario E,,H2K1T6,RC,,PIZZA CITY,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042936.11,300166.02,45.52633616906478,-73.55932490331716
4162,{fe594128-cd97-4445-9321-c8c9906bd2ad},HORS_SDC,Commerce rue,2023/06/07,1603,rue,,Ontario,E,1603 rue Ontario E,,H2L1S6,RC,,GRENADE BAR,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Rampe d'accès,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042792.63,300093.54,45.52504459425493,-73.56025140156711
4166,{955a9178-7b18-451e-ac06-fb76232a308a},HORS_SDC,Commerce rue,2023/06/07,1101,boulevard,,De Maisonneuve,E,1101 boulevard De Maisonneuve E,,H2L1Z6,RC,,Le Blossom - Bar à Sake,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://leblossom.ca/,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042046.65,300220.38,45.51833281453669,-73.55862068289802
4169,{d3c6774e-db8f-4b95-9f53-2e03c0bfcd8c},HORS_SDC,Commerce rue,2023/06/07,1112,boulevard,,De Maisonneuve,E,1112 boulevard De Maisonneuve E,,H2L1Z5,RC,,O'Thym,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.facebook.com/othymmtl/,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042049.7,300257.48,45.51836050238472,-73.55814583061236
4172,{512e5151-c7d5-43e3-8edd-ecfe8766611b},HORS_SDC,Commerce rue,2023/06/07,1201,boulevard,,De Maisonneuve,E,1201 boulevard De Maisonneuve E,,H2L2A1,RC,,Le Red Tiger,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://leredtiger.com/,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042144.65,300277.99,45.51921503402033,-73.55788417825863
4179,{27708d5d-0438-4aa8-a831-2a523fb7bf6b},HORS_SDC,Commerce rue,2023/06/07,1274,boulevard,,De Maisonneuve,E,1274 boulevard De Maisonneuve E,,H2L2A3,RC,,Sachère desserts,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.sachere.com/,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042202.63,300357.04,45.51973726960665,-73.55687284688133
4182,{4c8880ce-b489-4a98-859e-32bb1a7abacf},HORS_SDC,Commerce rue,2023/06/07,1310,boulevard,,De Maisonneuve,E,1310 boulevard De Maisonneuve E,,H2L2A5,RC,,Le passé composé,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.bistropassecompose.com/,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042238.09,300381.44,45.5200565079772,-73.55656083845373
4194,{54490f10-74cd-4545-8b2b-f371eced07b6},HORS_SDC,Commerce rue,2023/06/07,2651,rue,,Ontario,E,2651 rue Ontario E,,H2K1X1,RC,,SANDWICHES CAO LANH,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043817.9,300740.91,45.53427444016064,-73.55197256641141
4196,{863d967e-6590-4703-9d45-34e4e68d2469},HORS_SDC,Commerce rue,2023/06/07,2550,rue,de,Rouen,,2550 rue de Rouen ,,H2K1M6,RC,,Souvlaki Authentique,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://www.souvlakiauthentique.com/fr/page-d-accueil/,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043829.0,300460.0,45.534372629086285,-73.55556933297258
4197,{e8a96d4a-f273-451f-a974-6d15e59f3808},HORS_SDC,Commerce rue,2023/06/07,2663,rue,,Ontario,E,2663 rue Ontario E,,H2K1X1,RC,,RESTO PHO ONTARIO,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043829.86,300750.24,45.53438211505896,-73.55185320743149
4198,{57749da3-ac3f-437e-baaf-a4b3abc12828},HORS_SDC,Commerce rue,2023/06/07,2669,rue,,Ontario,E,2669 rue Ontario E,,H2K1X1,RC,,RESTAURANT KIEN-GIANG EXPRESS,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043835.97,300751.38,45.53443710177663,-73.55183866177862
4199,{89ae44ca-6aa9-4949-9633-828ddf7bc2b6},HORS_SDC,Commerce rue,2023/06/07,2700,rue,,Ontario,E,2700 rue Ontario E,,H2K1W9,RC,,Tim Hortons,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043840.82,300790.38,45.534480969432096,-73.55133935838846
4229,{e16fa3db-0583-40cc-be84-e0726edcb27b},HORS_SDC,Commerce rue,2023/06/07,2267,rue,,Ontario,E,2267 rue Ontario E,,H2K1V9,RC,,Modali café,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043364.35,300457.62,45.53019151637434,-73.55559568581386
4231,{e67aefe0-87e5-4b5b-a752-3a59a5eeed2a},HORS_SDC,Commerce rue,2023/06/07,2300,rue,,Ontario,E,2300 rue Ontario E,,H2K1W1,RC,,Pub les sportifs,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043393.38,300518.97,45.53045311906101,-73.55481049358157
4249,{bed1fabe-8efe-4a40-b26a-ad78a235cca9},HORS_SDC,Commerce rue,2023/07/27,2309,rue,,Ontario,E,2309 rue Ontario E,,H2K1W2,RC,,Pizza Madonna ,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Oui,Samuel Lai ,514 591-5188,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043420.45,300499.5,45.530696585438434,-73.55506000109044
4254,{fe5c902a-42fc-4e8a-9ad2-ec16da5ad970},HORS_SDC,Commerce rue,2023/06/07,2345,rue,,Ontario,E,2345 rue Ontario E,,H2K1W2,RC,,GUADALUPE MEXICAINE,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043458.85,300519.15,45.53104224435901,-73.55480876130774
4269,{880e3e15-3491-4983-8fec-e67f845d0fd5},HORS_SDC,Commerce rue,2023/06/07,1353,boulevard,,René-Lévesque,E,1353 boulevard René-Lévesque E,,H2L2M1,RC,,Boco Bistro,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,https://bocobistro.com/,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042120.56,300702.13,45.51900088465742,-73.55245489323323
4276,{7eff28ac-985e-42a1-aaa5-77d3322bcb8f},HORS_SDC,Commerce rue,2023/06/07,1870,rue,,Sainte-Catherine,E,1870 rue Sainte-Catherine E,,H2K2H5,RC,,RESTAURANT LAFAYETTE,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Oui,Non,Non,5042598.28,300771.42,45.52330000393024,-73.55157189697692
4277,{a884786e-8012-4671-aa0a-a5629efaffe1},HORS_SDC,Commerce rue,2023/06/07,1874,rue,,Sainte-Catherine,E,1874 rue Sainte-Catherine E,,H2K2H5,RC,,Restaurant La Fayette,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://www.lafayettehotdog.com/,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042604.22,300775.93,45.52335348045423,-73.55151421260722
4278,{83d9ed53-7913-4863-a58f-ed1ebbb7b739},HORS_SDC,Commerce rue,2023/06/07,1902,rue,,Cartier,,1902 rue Cartier ,,H2K4C7,RC,,CHAAT KING'S,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042605.0,300709.0,45.52336010959707,-73.55237100040718
4279,{2ce5efa6-9af0-4306-8ea1-baf9ea2333ab},HORS_SDC,Commerce rue,2023/06/07,1878,rue,,Sainte-Catherine,E,1878 rue Sainte-Catherine E,,H2K2H5,RC,,'Olu 'Olu,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042607.03,300785.97,45.52337882383665,-73.5513857120325
4280,{32e7d2f7-2507-47d4-9694-2af16fb3d6c1},HORS_SDC,Commerce rue,2023/06/07,1884,rue,,Sainte-Catherine,E,1884 rue Sainte-Catherine E,,H2K2H5,RC,,Le cochonnet,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042614.1,300786.84,45.52344244750578,-73.55137463293013
4304,{60ff90e6-0e41-4b7e-acf7-470493a535d2},HORS_SDC,Commerce rue,2023/06/07,2131,rue,,Sainte-Catherine,E,2131 rue Sainte-Catherine E,,H2K2H9,RC,,ABRUZZO,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,restaurantabruzzo.ca,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042837.25,300893.19,45.525451043439,-73.55001500733181
4307,{0021b8c8-091f-4350-9067-7e8953060645},HORS_SDC,Commerce rue,2023/06/07,2033,boulevard,,De Maisonneuve,E,2033 boulevard De Maisonneuve E,,H2K4M2,RC,,A&W,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://web.aw.ca/en/home,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042845.3,300698.89,45.52552236431156,-73.55250243153228
4313,{93fa8a13-6e47-4176-b502-3ec897ddc55d},HORS_SDC,Commerce rue,2023/06/07,2155,boulevard,,De Maisonneuve,E,2155 boulevard De Maisonneuve E,,H2K4S3,RC,,Tim Hortons,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://www.timhortons.ca/store-locator/store/restaurant_66906,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042886.14,300737.56,45.52589008511502,-73.55200773050707
4327,{bc3c37be-df27-4f96-98f1-b76df0eb5850},HORS_SDC,Commerce rue,2023/06/07,1550,rue,,Fullum,,1550 rue Fullum ,,H2K3M4,RC,,Le Rose-Marie,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.lerosemarie.com/?lang=fr,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043095.2,300906.93,45.52777225531276,-73.54984116281092
4340,{fe83b7e7-0047-4316-8fde-5921c91a649a},HORS_SDC,Commerce rue,2023/06/07,2532,rue,,Sainte-Catherine,E,2532 rue Sainte-Catherine E,,H2K2Y3,RC,,Bistrot Frontenac,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043324.16,301245.91,45.5298343374011,-73.54550314854696
4354,{d8f5eaf6-bf8b-4dab-ad30-18637289e639},HORS_SDC,Commerce rue,2023/06/07,2531,rue,,Ontario,E,2531 rue Ontario E,,H2K1W5,RC,,Café la ligne verte,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043666.14,300655.32,45.532908342203726,-73.5530671448613
4356,{097f8fb2-7ae0-4913-9a8e-b12663620588},HORS_SDC,Commerce rue,2023/07/27,2551,rue,,Ontario,E,2551 rue Ontario E,,H2K2Z2,RC,,BAR MÉTRO PUB,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043700.15,300676.71,45.533214504026034,-73.55279356815198
4358,{f9a720e1-63b2-44c0-ac3a-7d4f61a18f11},HORS_SDC,Commerce rue,2023/06/07,2544,rue,,Ontario,E,2544 rue Ontario E,,H2K2Z1,RC,,Subway,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://restaurants.subway.com/canada/qc/montreal/2544-ontario-east?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=38095&utm_campaign=evergreen-2020,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043655.67,300692.73,45.53281435066961,-73.55258808477006
4364,{8e93b813-3801-42f4-8358-90e417fee337},HORS_SDC,Commerce rue,2023/07/27,2663,rue,,Ontario,E,2663 rue Ontario E,110,H2K4K4,RC,,Restaurant Bercy,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043760.29,300823.5,45.533756519767365,-73.550914646598
4367,{852f068e-d25e-4f01-84f5-50fd5afdd943},HORS_SDC,Commerce rue,2023/06/07,2600,rue,,Ontario,E,2600 rue Ontario E,,H2K2X4,RC,,McDonald's,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5043689.61,300860.01,45.53312072165429,-73.55044662160812
4374,{39abbe64-a952-4ee9-a123-acbe8ddff7e4},HORS_SDC,Commerce rue,2023/06/07,1250,rue,,Ontario,E,1250 rue Ontario E,,H2L3G2,RC,,CAFÉ SFOUF,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042405.37,299965.14,45.52155899715993,-73.56189129756106
4376,{55c41023-8898-4ea8-b575-fb14bc2ab041},HORS_SDC,Commerce rue,2023/06/07,1256,rue,,Ontario,E,1256 rue Ontario E,,H2L1R6,RC,,L'apero,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Accès au niveau du sol,Non,,,Ville-Marie,Sainte-Marie,,Centre-Ville,Non,Non,Non,5042413.06,299969.43,45.52162822457583,-73.5618364581686
4401,{b32b435f-d74d-4e39-8381-85977ff35a0e},HORS_SDC,Commerce rue,2023/06/07,2212,rue,,Saint-Germain,,2212 rue Saint-Germain ,,H1W2T7,RC,,Tex-Mex,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://tex-mex.business.site/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5044737.87,300876.48,45.54255344940001,-73.55024415055632
4403,{64e2f21e-574f-4afd-a57b-c88362493f16},HORS_SDC,Commerce rue,2023/06/28,3090,rue,,Sherbrooke,E,3090 rue Sherbrooke E,,H1W1B5,RC,,Miami Deli,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.miamideli.com/,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5044678.43,300301.59,45.54201511123719,-73.55760536428232
4405,{5dc83e42-4c61-4b8a-ae15-8c5cd3bd99b3},HORS_SDC,Commerce rue,2023/06/07,3121,rue,,Hochelaga,,3121 rue Hochelaga ,,H1W1G3,RC,,Maneki Comptoir Asiat',D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://www.restaurantmaneki.com/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5044682.41,300530.03,45.54205236248112,-73.55468013606323
4408,{308e0068-817d-4574-8fd0-ccdfbffa727a},HORS_SDC,Commerce rue,2023/06/07,3050,rue,,Hochelaga,,3050 rue Hochelaga ,,H1W1G2,RC,,Rôtisserie Au Coq,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,https://aucoq.ca/,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5044524.15,300538.33,45.54062833172398,-73.55457247346622
4409,{14f96a31-ade7-4f79-ba3a-2782ec2cf96e},HORS_SDC,Commerce rue,2023/06/07,3090,rue,,Hochelaga,,3090 rue Hochelaga ,,H1W1G2,RC,,PFK,D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Restaurants rapides, Cantines",722512.0,,Accès au niveau du sol,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5044594.39,300540.16,45.541260388269656,-73.5545496514107
4430,{8c3aa89b-a03f-4aca-8abd-ac4606a70303},HORS_SDC,Commerce rue,2023/06/07,3529,rue,,Hochelaga,,3529 rue Hochelaga ,,H1W1H8,RC,,Bar Morelli,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,https://fr-ca.facebook.com/pages/category/Bar/Bar-taverne-Morelli-447725385282943/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5045174.05,300748.1,45.546477620221246,-73.55189173317657
4432,{0c15aa89-170e-4300-89be-a2e5f351d45a},HORS_SDC,Commerce rue,2023/06/28,3974,avenue,,Pierre-De Coubertin,,3974 avenue Pierre-De Coubertin ,,H1W1E7,RC,,Restaurant fusion,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://www.restofusionexpress.com/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5045848.0,300726.59,45.55254193581781,-73.552172809493
4436,{6f581ef5-20a8-4b06-ae75-4daadfbb5d10},HORS_SDC,Commerce rue,2023/06/07,3971,rue,,Hochelaga,,3971 rue Hochelaga ,,H1W1K2,RC,,Poutine Centrale,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,http://www.poutinecentrale.com/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5045725.38,300960.64,45.55143988782194,-73.54917418630458
4449,{bb5fe638-7fb9-43b5-98ad-46e678e2fb16},HORS_SDC,Commerce rue,2023/06/07,3597,rue,,Hochelaga,,3597 rue Hochelaga ,,H1W1H9,RC,,Gourmet Joliette,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,https://gourmetjoliette.business.site/?utm_source=gmb&utm_medium=referral,Rampe d'accès,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5045257.88,300782.83,45.547232153828205,-73.55144765497052
4452,{c97b20de-6f57-4ba7-81d3-034c01db8869},HORS_SDC,Commerce rue,2023/06/07,3667,rue,,Hochelaga,,3667 rue Hochelaga ,,H1W1J2,RC,,Bistro King Creole,D,"Restauration, divertissement et hôtellerie",21,Débits de boisson,90,"Bar, Bistro, Pub, Salles de billard",722410.0,https://www.facebook.com/BistroKingCreole/,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5045330.0,300816.51,45.5478813088457,-73.55101691664613
4468,{2465eab5-0952-443a-be6f-43d71f6646fe},HORS_SDC,Commerce rue,2023/06/07,3924,rue,,Hochelaga,,3924 rue Hochelaga ,,H1W3S3,RC,,Jimmy Restaurant,D,"Restauration, divertissement et hôtellerie",49,Restauration,120,Restaurants,722511.0,,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5045649.86,300973.58,45.55076040346548,-73.54900786623656
4484,{ade04ba9-b133-4f74-b3b5-26960bf80780},HORS_SDC,Commerce rue,2023/06/07,3213,rue,,Ontario,E,3213 rue Ontario E,,H1W1P3,RC,,"COOPÉRATIVE ROND-POINT, CAFÉ AUTOGÉRÉ",D,"Restauration, divertissement et hôtellerie",49,Restauration,121,"Café, Salon de thé",722512.0,,Non,Non,,,Mercier–Hochelaga-Maisonneuve,Préfontaine,,Centre-Est,Non,Non,Non,5044597.46,301091.46,45.54129116638315,-73.54749015777219
